sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
"2 puffs from the inhaler every 4 hours as needed for coughing, wheezing, chest tightness or shortness of breath",,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"cough,wheezing,shortness of breath",39,111,"as needed for coughing, wheezing, chest tightness or shortness of breath"
2 puffs from the inhaler every 4 hours as needed for dyspnea,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,dyspnea,39,60,as needed for dyspnea
2 puffs from the inhaler every 4 hours as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,shortness of breath,39,72,as needed for shortness of breath
2 puffs from the inhaler every 4 hours as needed for shortness of breath or cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"shortness of breath,cough",39,81,as needed for shortness of breath or cough
"2 puffs from the inhaler every 4 hours as needed for shortness of breath, wheezing",,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"shortness of breath,wheezing",39,82,"as needed for shortness of breath, wheezing"
2 puffs from the inhaler every 4 hours as needed for sob,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,shortness of breath,39,56,as needed for sob
2 puffs from the inhaler every 4 hours as needed for wheeze,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,wheeze,39,59,as needed for wheeze
"2 puffs from the inhaler every 4 hours as needed for wheeze, cough",,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"wheeze,cough",39,66,"as needed for wheeze, cough"
2 puffs from the inhaler every 4 hours as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,wheezing,39,61,as needed for wheezing
2 puffs from the inhaler every 4 hours as needed for wheezing or cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"wheezing,cough",39,70,as needed for wheezing or cough
2 puffs from the inhaler every 4 hours as needed for wheezing or shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"wheezing,shortness of breath",39,84,as needed for wheezing or shortness of breath
"2 puffs from the inhaler every 4 hours as needed for wheezing, cough",,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"wheezing,cough",39,68,"as needed for wheezing, cough"
"2 puffs from the inhaler every 4 hours as needed for wheezing, cough, shortness of breath",,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"wheezing,cough,shortness of breath",39,89,"as needed for wheezing, cough, shortness of breath"
"2 puffs from the inhaler every 4 hours as needed for wheezing, shortness of breath",,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"wheezing,shortness of breath",39,82,"as needed for wheezing, shortness of breath"
2 puffs from the inhaler every 4 hours as needed for wheezing/cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"wheezing,cough",39,67,as needed for wheezing/cough
2 puffs from the inhaler every 4 hours for 10 day(s) as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,10,,day,39,49,10 day,1,,53,62,as needed
2 puffs from the inhaler every 4 hours for 10 days as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,10,,day,39,49,10 day,1,wheezing,51,73,as needed for wheezing
2 puffs from the inhaler every 4 hours for 14 days as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,14,,day,39,49,14 day,1,wheezing,51,73,as needed for wheezing
2 puffs from the inhaler every 4 hours for 3 days as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,3,,day,39,48,3 day,1,cough,50,69,as needed for cough
2 puffs from the inhaler every 4 hours for 3 days as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,3,,day,39,48,3 day,1,wheezing,50,72,as needed for wheezing
2 puffs from the inhaler every 4 hours for 30 day(s) as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,30,,day,39,49,30 day,1,,53,62,as needed
2 puffs from the inhaler every 4 hours for 30 day(s) as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,30,,day,39,49,30 day,1,shortness of breath,53,86,as needed for shortness of breath
2 puffs from the inhaler every 4 hours for 30 day(s) as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,30,,day,39,49,30 day,1,wheezing,53,75,as needed for wheezing
2 puffs from the inhaler every 4 hours for 5 days,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,5,,day,39,48,5 day,,,,,
2 puffs from the inhaler every 4 hours for 5 days as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,5,,day,39,48,5 day,1,cough,50,69,as needed for cough
2 puffs from the inhaler every 4 hours for 5 days as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,5,,day,39,48,5 day,1,wheezing,50,72,as needed for wheezing
2 puffs from the inhaler every 4 hours for 7 days,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,7,,day,39,48,7 day,,,,,
2 puffs from the inhaler every 4 hours for 7 days as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,7,,day,39,48,7 day,1,cough,50,69,as needed for cough
2 puffs from the inhaler every 4 hours for 7 days as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,7,,day,39,48,7 day,1,wheezing,50,72,as needed for wheezing
2 puffs from the inhaler every 4-6 hours as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,39,every 4-6 hour,every 4-6 hours,,,,,,,1,,41,50,as needed
2 puffs from the inhaler every 4-6 hours as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,39,every 4-6 hour,every 4-6 hours,,,,,,,1,wheezing,41,63,as needed for wheezing
2 puffs from the inhaler every 6 hours,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,,,,,,,,,,,
2 puffs from the inhaler every 6 hours as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,,,,,,,1,,39,48,as needed
2 puffs from the inhaler every 6 hours as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,,,,,,,1,cough,39,58,as needed for cough
2 puffs from the inhaler every 6 hours as needed for cough/sob/wheeze,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,,,,,,,1,"cough,shortness of breath,wheeze",39,69,as needed for cough/sob/wheeze
2 puffs from the inhaler every 6 hours as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,,,,,,,1,shortness of breath,39,72,as needed for shortness of breath
2 puffs from the inhaler every 6 hours as needed for sob,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,,,,,,,1,shortness of breath,39,56,as needed for sob
2 puffs from the inhaler every 6 hours as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,,,,,,,1,wheezing,39,61,as needed for wheezing
2 puffs from the inhaler every 6 hours for 10 days as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,10,,day,39,49,10 day,1,cough,51,70,as needed for cough
2 puffs from the inhaler every 6 hours for 14 days,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,14,,day,39,49,14 day,,,,,
2 puffs from the inhaler every 6 hours for 5 days,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,5,,day,39,48,5 day,,,,,
2 puffs from the inhaler every 6 hours for 7 days,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,7,,day,39,48,7 day,,,,,
2 puffs from the inhaler every 6 hours for 7 days as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,7,,day,39,48,7 day,1,wheezing,50,72,as needed for wheezing
2 puffs from the inhaler every 8 hours,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,8,,hour,,,,,,,,,25,37,every 8 hour,every 8 hours,,,,,,,,,,,
2 puffs from the inhaler every 8 hours as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,8,,hour,,,,,,,,,25,37,every 8 hour,every 8 hours,,,,,,,1,shortness of breath,39,72,as needed for shortness of breath
2 puffs from the inhaler every 8 hours as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,8,,hour,,,,,,,,,25,37,every 8 hour,every 8 hours,,,,,,,1,wheezing,39,61,as needed for wheezing
2 puffs from the inhaler every 8 hours for 7 days,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,8,,hour,,,,,,,,,25,37,every 8 hour,every 8 hours,7,,day,39,48,7 day,,,,,
2 puffs from the inhaler every four or six hours,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,47,every four or six hour,every 4-6 hours,,,,,,,,,,,
2 puffs from the inhaler every four or six hours as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,47,every four or six hour,every 4-6 hours,,,,,,,1,,49,58,as needed
2 puffs from the inhaler every four or six hours as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,47,every four or six hour,every 4-6 hours,,,,,,,1,cough,49,68,as needed for cough
2 puffs from the inhaler every four or six hours as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,47,every four or six hour,every 4-6 hours,,,,,,,1,shortness of breath,49,82,as needed for shortness of breath
2 puffs from the inhaler every four or six hours as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,47,every four or six hour,every 4-6 hours,,,,,,,1,wheezing,49,71,as needed for wheezing
2 puffs from the inhaler four times a day,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,4,,1,,day,,,,,,,,,25,41,four times a day,4 times per day,,,,,,,,,,,
2 puffs from the inhaler four times a day as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,4,,1,,day,,,,,,,,,25,41,four times a day,4 times per day,,,,,,,1,,42,51,as needed
2 puffs from the inhaler four times a day as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,4,,1,,day,,,,,,,,,25,41,four times a day,4 times per day,,,,,,,1,cough,42,61,as needed for cough
2 puffs from the inhaler four times a day as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,4,,1,,day,,,,,,,,,25,41,four times a day,4 times per day,,,,,,,1,shortness of breath,42,75,as needed for shortness of breath
2 puffs from the inhaler four times a day as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,4,,1,,day,,,,,,,,,25,41,four times a day,4 times per day,,,,,,,1,wheezing,42,64,as needed for wheezing
2 puffs from the inhaler four times a day for 7 days as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,4,,1,,day,,,,,,,,,25,41,four times a day,4 times per day,7,,day,42,51,7 day,1,shortness of breath,53,86,as needed for shortness of breath
2 puffs from the inhaler once a day,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,1,,day,,,,,,,,,25,35,once a day,daily,,,,,,,,,,,
2 puffs from the inhaler q4-6 hours as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,34,q4-6 hour,every 4-6 hours,,,,,,,1,,36,45,as needed
2 puffs from the inhaler q4-6hours as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,33,q4-6hour,every 4-6 hours,,,,,,,1,,35,44,as needed
2 puffs from the inhaler q4-6hr prn,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,25,31,q4-6hr,every 4-6 hours,,,,,,,1,,32,35,prn
2 puffs from the inhaler q4h prn as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,25,28,q4h,every 4 hours,,,,,,,1,wheezing,29,55,prn as needed for wheezing
"2 puffs from the inhaler q6h prn as needed for cough, wheezing",,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,6,,hour,,,,,,,,,25,28,q6h,every 6 hours,,,,,,,1,"cough,wheezing",29,62,"prn as needed for cough, wheezing"
2 puffs from the inhaler three times a day,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,3,,1,,day,,,,,,,,,25,42,three times a day,3 times per day,,,,,,,,,,,
2 puffs from the inhaler three times a day as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,3,,1,,day,,,,,,,,,25,42,three times a day,3 times per day,,,,,,,1,,43,52,as needed
2 puffs from the inhaler three times a day as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,3,,1,,day,,,,,,,,,25,42,three times a day,3 times per day,,,,,,,1,cough,43,62,as needed for cough
2 puffs from the inhaler three times a day as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,3,,1,,day,,,,,,,,,25,42,three times a day,3 times per day,,,,,,,1,shortness of breath,43,76,as needed for shortness of breath
2 puffs from the inhaler three times a day as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,3,,1,,day,,,,,,,,,25,42,three times a day,3 times per day,,,,,,,1,wheezing,43,65,as needed for wheezing
2 puffs from the inhaler three times a day for 30 day(s) as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,3,,1,,day,,,,,,,,,25,42,three times a day,3 times per day,30,,day,43,53,30 day,1,cough,57,76,as needed for cough
2 puffs from the inhaler tid - qid,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,4,,1,,day,,,,,,,,,25,34,tid - qid,4 times per day,,,,,,,,,,,
2 puffs from the inhaler twice a day,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,,,,,,,,,,,
2 puffs from the inhaler twice a day as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,,,,,,,1,,37,46,as needed
2 puffs from the inhaler twice a day as needed for shortness of breath,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,,,,,,,1,shortness of breath,37,70,as needed for shortness of breath
2 puffs from the inhaler twice a day as needed for wheezing,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,,,,,,,1,wheezing,37,59,as needed for wheezing
2 puffs from the inhaler twice a day for 14 days,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,14,,day,37,47,14 day,,,,,
2 puffs from the inhaler twice a day for 30 day(s),,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,30,,day,37,47,30 day,,,,,
2 puffs from the inhaler twice a day for 90 day(s),,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,90,,day,37,47,90 day,,,,,
2 puffs from the inhaler twice a day for five days,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,5,,day,37,49,five day,,,,,
2 puffs from the inhaler twice daily,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,25,36,twice daily,twice daily,,,,,,,,,,,
2 puffs inhaled as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,,,,,,,,,,,,,,,,,,,,,,,,1,,16,25,as needed
2 puffs inhaled every 4 hours as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,16,28,every 4 hour,every 4 hours,,,,,,,1,,30,39,as needed
2 puffs inhaled twice daily,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,16,27,twice daily,twice daily,,,,,,,,,,,
2 puffs inhaled with spacer every 4 hours if needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,,hour,,,,,,,,,28,40,every 4 hour,every 4 hours,,,,,,,,,,,
2 puffs q4-6 hours as needed,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,1,,4,6,hour,,,,,,,,,8,17,q4-6 hour,every 4-6 hours,,,,,,,1,,19,28,as needed
2 puffs twice daily,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,2,7,puffs,2,,1,,day,,,,,,,,,8,19,twice daily,twice daily,,,,,,,,,,,
2 spray from the inhaler every 4 hours as needed,spray,2,7,spray,2,,spray,0,7,2 spray,,,,,,,,,,,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,,39,48,as needed
2 spray from the inhaler every 4 hours as needed for shortness of breath,spray,2,7,spray,2,,spray,0,7,2 spray,,,,,,,,,,,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,shortness of breath,39,72,as needed for shortness of breath
2-4 puffs from the inhaler every 4 hours for 10 days as needed for wheezing,,,,,2,4,puff,0,8,2-4 puff,,,,,,,via inhalation,4,9,puffs,1,,4,,hour,,,,,,,,,27,39,every 4 hour,every 4 hours,10,,day,41,51,10 day,1,wheezing,53,75,as needed for wheezing
nebulization,,,,,,,,,,,,,,,,,via nebulization,0,12,nebulization,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(blank),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(also known as duoneb) 3 milliliters using a nebulizer four times a day,,,,,3,,mL,22,35, 3 milliliter,,,,,,,via nebulization,37,54,using a nebulizer,4,,1,,day,,,,,,,,,55,71,four times a day,4 times per day,,,,,,,,,,,
1 vial nebulized every 4 hours as needed,,,,,1,,vial,0,6,1 vial,,,,,,,via nebulization,7,16,nebulized,1,,4,,hour,,,,,,,,,17,29,every 4 hour,every 4 hours,,,,,,,1,,31,40,as needed
1 vial nebulized every 4 hours if needed,,,,,1,,vial,0,6,1 vial,,,,,,,via nebulization,7,16,nebulized,1,,4,,hour,,,,,,,,,17,29,every 4 hour,every 4 hours,,,,,,,,,,,
"1 vial nebulized every 4 hours if needed for cough, wheeze",,,,,1,,vial,0,6,1 vial,,,,,,,via nebulization,7,16,nebulized,1,,4,,hour,,,,,,,,,17,29,every 4 hour,every 4 hours,,,,,,,,,,,
1 vial nebulized every 4-6 hours as needed,,,,,1,,vial,0,6,1 vial,,,,,,,via nebulization,7,16,nebulized,1,,4,6,hour,,,,,,,,,17,31,every 4-6 hour,every 4-6 hours,,,,,,,1,,33,42,as needed
1 vial nebulized twice a day,,,,,1,,vial,0,6,1 vial,,,,,,,via nebulization,7,16,nebulized,2,,1,,day,,,,,,,,,17,28,twice a day,twice daily,,,,,,,,,,,
1 vial using a nebulizer every 4 hours as needed for cough,,,,,1,,vial,0,6,1 vial,,,,,,,via nebulization,7,24,using a nebulizer,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,cough,39,58,as needed for cough
1 vial using a nebulizer every 4 hours as needed for cough or wheeze,,,,,1,,vial,0,6,1 vial,,,,,,,via nebulization,7,24,using a nebulizer,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,"cough,wheeze",39,68,as needed for cough or wheeze
1 vial using a nebulizer every 4 hours as needed for wheezing,,,,,1,,vial,0,6,1 vial,,,,,,,via nebulization,7,24,using a nebulizer,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,wheezing,39,61,as needed for wheezing
1 vial using a nebulizer twice a day,,,,,1,,vial,0,6,1 vial,,,,,,,via nebulization,7,24,using a nebulizer,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,,,,,,,,,,,
2.5 milligrams using a nebulizer daily,,,,,,,,,,,,,,,,,via nebulization,15,32,using a nebulizer,1,,1,,day,,,,,,,,,33,38,daily,daily,,,,,,,,,,,
2.5 milliliters (2.5 mg) using a nebulizer daily,,,,,2.5,,mL,0,14,2.5 milliliter,2.5,,mg,15,23, (2.5 mg,via nebulization,25,42,using a nebulizer,1,,1,,day,,,,,,,,,43,48,daily,daily,,,,,,,,,,,
3 milliliters using a nebulizer every 4 hours as needed,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,1,,4,,hour,,,,,,,,,32,44,every 4 hour,every 4 hours,,,,,,,1,,46,55,as needed
3 milliliters using a nebulizer every 4 hours as needed for shortness of breath,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,1,,4,,hour,,,,,,,,,32,44,every 4 hour,every 4 hours,,,,,,,1,shortness of breath,46,79,as needed for shortness of breath
3 milliliters using a nebulizer every 4 hours as needed for wheezing,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,1,,4,,hour,,,,,,,,,32,44,every 4 hour,every 4 hours,,,,,,,1,wheezing,46,68,as needed for wheezing
3 milliliters using a nebulizer every 6 hours,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,1,,6,,hour,,,,,,,,,32,44,every 6 hour,every 6 hours,,,,,,,,,,,
3 milliliters using a nebulizer every 6 hours as needed,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,1,,6,,hour,,,,,,,,,32,44,every 6 hour,every 6 hours,,,,,,,1,,46,55,as needed
3 milliliters using a nebulizer every 6 hours as needed for shortness of breath,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,1,,6,,hour,,,,,,,,,32,44,every 6 hour,every 6 hours,,,,,,,1,shortness of breath,46,79,as needed for shortness of breath
3 milliliters using a nebulizer every 6 hours as needed for wheezing,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,1,,6,,hour,,,,,,,,,32,44,every 6 hour,every 6 hours,,,,,,,1,wheezing,46,68,as needed for wheezing
3 milliliters using a nebulizer four times a day,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,4,,1,,day,,,,,,,,,32,48,four times a day,4 times per day,,,,,,,,,,,
3 milliliters using a nebulizer four times a day as needed,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,4,,1,,day,,,,,,,,,32,48,four times a day,4 times per day,,,,,,,1,,49,58,as needed
3 milliliters using a nebulizer four times a day as needed for shortness of breath,,,,,3,,mL,0,12,3 milliliter,,,,,,,via nebulization,14,31,using a nebulizer,4,,1,,day,,,,,,,,,32,48,four times a day,4 times per day,,,,,,,1,shortness of breath,49,82,as needed for shortness of breath
