sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
1 capsule by mouth every week for six weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,6,,week,30,42,six week,,,,,
1 capsule by mouth every week for twelve weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,12,,week,30,45,twelve week,,,,,
1 drop in eyes as directed tid beginning 3 days prior to surgery for 14 days,,,,,1,,drops,0,6,1 drop,,,,,,,,,,,3,,1,,day,,,,,,,,,27,30,tid,3 times per day,14,,day,65,75,14 day,,,,,
1 drop in the left eye bid after surgery,,,,,1,,drops,0,6,1 drop,,,,,,,ophthalmic,13,22, left eye,2,,1,,day,,,,,,,,,23,26,bid,twice daily,,,,,,,,,,,
1 drop in the left eye bid beginning 2 days prior to surgery,,,,,1,,drops,0,6,1 drop,,,,,,,ophthalmic,13,22, left eye,2,,1,,day,,,,,,,,,23,26,bid,twice daily,,,,,,,,,,,
1 drop in the left eye qid after surgery,,,,,1,,drops,0,6,1 drop,,,,,,,ophthalmic,13,22, left eye,4,,1,,day,,,,,,,,,23,26,qid,4 times per day,,,,,,,,,,,
1 drop in the left eye qid beginning 2 days prior to surgery,,,,,1,,drops,0,6,1 drop,,,,,,,ophthalmic,13,22, left eye,4,,1,,day,,,,,,,,,23,26,qid,4 times per day,,,,,,,,,,,
1 drop in the right eye bid after surgery,,,,,1,,drops,0,6,1 drop,,,,,,,ophthalmic,13,23, right eye,2,,1,,day,,,,,,,,,24,27,bid,twice daily,,,,,,,,,,,
1 drop in the right eye bid beginning 2 days prior to surgery,,,,,1,,drops,0,6,1 drop,,,,,,,ophthalmic,13,23, right eye,2,,1,,day,,,,,,,,,24,27,bid,twice daily,,,,,,,,,,,
1 drop in the right eye qid after surgery,,,,,1,,drops,0,6,1 drop,,,,,,,ophthalmic,13,23, right eye,4,,1,,day,,,,,,,,,24,27,qid,4 times per day,,,,,,,,,,,
1 drop in the right eye qid beginning 2 days prior to surgery,,,,,1,,drops,0,6,1 drop,,,,,,,ophthalmic,13,23, right eye,4,,1,,day,,,,,,,,,24,27,qid,4 times per day,,,,,,,,,,,
1 drop ou bid,,,,,1,,drops,0,6,1 drop,,,,,,,ophthalmic,7,9,ou,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
1 every day,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,2,11,every day,daily,,,,,,,,,,,
1 gram into the vagina as directed every week,,,,,,,,,,,1,,g,0,6,1 gram,vaginal,7,22,into the vagina,1,,1,,week,,,,,,,,,35,45,every week,every week,,,,,,,,,,,
1 gram into the vagina every week,,,,,,,,,,,1,,g,0,6,1 gram,vaginal,7,22,into the vagina,1,,1,,week,,,,,,,,,23,33,every week,every week,,,,,,,,,,,
"1 gtt ou bid, dispense 2 trays for a 1 month supply",,,,,1,,drops,0,5,1 gtt,1,,g,0,3,1 g,ophthalmic,6,8,ou,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
"1 gtt ou bid, dispense 2 trays for a 1 month supply. refrigerate if it burns.",,,,,1,,drops,0,5,1 gtt,1,,g,0,3,1 g,ophthalmic,6,8,ou,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
1 mg bid,,,,,,,,,,,1,,mg,0,4,1 mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
1 mg by mouth every day,,,,,,,,,,,1,,mg,0,4,1 mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,23,every day,daily,,,,,,,,,,,
1 mg po bid,,,,,,,,,,,1,,mg,0,4,1 mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
1 mg po tid,,,,,,,,,,,1,,mg,0,4,1 mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,11,tid,3 times per day,,,,,,,,,,,
1 mg tid,,,,,,,,,,,1,,mg,0,4,1 mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
1 milliliter (125 mg) subcutaneously every week,,,,,1,,mL,0,12,1 milliliter,125,,mg,12,20, (125 mg,subcutaneous,22,36,subcutaneously,1,,1,,week,,,,,,,,,37,47,every week,every week,,,,,,,,,,,
1 milliliter (50 mg) subcutaneously every week,,,,,1,,mL,0,12,1 milliliter,50,,mg,12,19, (50 mg,subcutaneous,21,35,subcutaneously,1,,1,,week,,,,,,,,,36,46,every week,every week,,,,,,,,,,,
1 milliliter subcutaneously every week,,,,,1,,mL,0,12,1 milliliter,,,,,,,subcutaneous,13,27,subcutaneously,1,,1,,week,,,,,,,,,28,38,every week,every week,,,,,,,,,,,
1 milliliter subq every week,,,,,1,,mL,0,12,1 milliliter,,,,,,,subcutaneous,13,17,subq,1,,1,,week,,,,,,,,,18,28,every week,every week,,,,,,,,,,,
"1 patch on dry, cleaned skin every week",,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topical,16,28,cleaned skin,1,,1,,week,,,,,,,,,29,39,every week,every week,,,,,,,,,,,
"1 patch on dry, cleaned skin every week for 28 days",,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topical,16,28,cleaned skin,1,,1,,week,,,,,,,,,29,39,every week,every week,28,,day,40,50,28 day,,,,,
"1 patch on dry, cleaned skin every week for 3 weeks",,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topical,16,28,cleaned skin,1,,1,,week,,,,,,,,,29,39,every week,every week,3,,week,40,50,3 week,,,,,
1 pen subcutaneously every week,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneous,6,20,subcutaneously,1,,1,,week,,,,,,,,,21,31,every week,every week,,,,,,,,,,,
1 pen subcutaneously every week for 14 days,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneous,6,20,subcutaneously,1,,1,,week,,,,,,,,,21,31,every week,every week,14,,day,32,42,14 day,,,,,
1 pens subcutaneously every week,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneous,7,21,subcutaneously,1,,1,,week,,,,,,,,,22,32,every week,every week,,,,,,,,,,,
1 po bid,,,,,,,,,,,,,,,,,oral,2,4,po,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
1 po tid,,,,,,,,,,,,,,,,,oral,2,4,po,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
1 puff bid,,,,,1,,pressurised inhalation,0,6,1 puff,,,,,,,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
1 syringe subcutaneously every week,,,,,1,,syringe,0,9,1 syringe,,,,,,,subcutaneous,10,24,subcutaneously,1,,1,,week,,,,,,,,,25,35,every week,every week,,,,,,,,,,,
1 tab bid,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
1 tab by mouth every day,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
1 tab po bid,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
1 tab po bid prn constipation,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,1,constipation,13,29,prn constipation
1 tab po tid,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
1 tablet bid,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
1 tablet by mouth at noon every day,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,26,35,every day,daily,,,,,,,,,,,
1 tablet by mouth bid,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,21,bid,twice daily,,,,,,,,,,,
1 tablet by mouth bid cc,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,21,bid,twice daily,,,,,,,,,,,
1 tablet by mouth bid with food,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,21,bid,twice daily,,,,,,,,,,,
1 tablet by mouth bid with meals,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,21,bid,twice daily,,,,,,,,,,,
1 tablet by mouth every day,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,27,every day,daily,,,,,,,,,,,
1 tablet by mouth every week,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,week,,,,,,,,,18,28,every week,every week,,,,,,,,,,,
1 tablet by mouth every week for 90 day(s),,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,week,,,,,,,,,18,28,every week,every week,90,,day,29,39,90 day,,,,,
1 tablet by mouth tid cc,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,,,,,,,,,,,
1 tablet by mouth tid prn for 3 days as needed for dysuria,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,3,,day,26,35,3 day,1,dysuria,22,58,prn for 3 days as needed for dysuria
1 tablet by mouth tid prn for 4 day(s) as needed for painful urination,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,4,,day,26,35,4 day,1,pain,22,70,prn for 4 day(s) as needed for painful urination
1 tablet by mouth tid prn for 5 day(s) as needed for bladder spasms,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,5,,day,26,35,5 day,1,bladder spasm,22,67,prn for 5 day(s) as needed for bladder spasms
1 tablet by mouth tid prn for 7 days as needed for bladder spasms,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,7,,day,26,35,7 day,1,bladder spasm,22,65,prn for 7 days as needed for bladder spasms
1 tablet by mouth tid with meals,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,,,,,,,,,,,
1 tablet every day,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,9,18,every day,daily,,,,,,,,,,,
1 tablet po bid,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,11,po,2,,1,,day,,,,,,,,,12,15,bid,twice daily,,,,,,,,,,,
1- 2 tablets by mouth bid - tid as needed for muscle spasms,,,,,1,2,tablet,0,8,1- 2 tab,,,,,,,oral,13,21,by mouth,3,,1,,day,,,,,,,,,22,31,bid - tid,3 times per day,,,,,,,1,muscle spasm,32,59,as needed for muscle spasms
1.5 milligrams subcutaneously every week,,,,,,,,,,,1.5,,mg,0,13,1.5 milligram,subcutaneous,15,29,subcutaneously,1,,1,,week,,,,,,,,,30,40,every week,every week,,,,,,,,,,,
10 (ten) tablets by mouth every week,,,,,10,,tablet,2,12, (ten) tab,,,,,,,oral,17,25,by mouth,1,,1,,week,,,,,,,,,26,36,every week,every week,,,,,,,,,,,
10 mg bid,,,,,,,,,,,10,,mg,0,5,10 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
10 mg by mouth every day,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
10 mg one tablet by mouth every day,,,,,1,,tablet,5,13, one tab,10,,mg,0,5,10 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,35,every day,daily,,,,,,,,,,,
10 mg po bid,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
10 mg po tid,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
10 mg tid,,,,,,,,,,,10,,mg,0,5,10 mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
10 tablets by mouth every week,,,,,10,,tablet,0,6,10 tab,,,,,,,oral,11,19,by mouth,1,,1,,week,,,,,,,,,20,30,every week,every week,,,,,,,,,,,
100 mg bid,,,,,,,,,,,100,,mg,0,6,100 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
100 mg po bid,,,,,,,,,,,100,,mg,0,6,100 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
100 mg tid,,,,,,,,,,,100,,mg,0,6,100 mg,,,,,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
1000 mg bid,,,,,,,,,,,1000,,mg,0,7,1000 mg,,,,,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
1000 mg po bid,,,,,,,,,,,1000,,mg,0,7,1000 mg,oral,8,10,po,2,,1,,day,,,,,,,,,11,14,bid,twice daily,,,,,,,,,,,
1000mg bid,,,,,,,,,,,1000,,mg,0,6,1000mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
1000mg po bid,,,,,,,,,,,1000,,mg,0,6,1000mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
100mg 1 tab po bid,,,,,1,,tablet,5,11, 1 tab,100,,mg,0,5,100mg,oral,12,14,po,2,,1,,day,,,,,,,,,15,18,bid,twice daily,,,,,,,,,,,
100mg bid,,,,,,,,,,,100,,mg,0,5,100mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
100mg po bid,,,,,,,,,,,100,,mg,0,5,100mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
100mg po tid,,,,,,,,,,,100,,mg,0,5,100mg,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
100mg tid,,,,,,,,,,,100,,mg,0,5,100mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
10mg 1 tab po bid,,,,,1,,tablet,4,10, 1 tab,10,,mg,0,4,10mg,oral,11,13,po,2,,1,,day,,,,,,,,,14,17,bid,twice daily,,,,,,,,,,,
10mg 1 tab po tid,,,,,1,,tablet,4,10, 1 tab,10,,mg,0,4,10mg,oral,11,13,po,3,,1,,day,,,,,,,,,14,17,tid,3 times per day,,,,,,,,,,,
10mg bid,,,,,,,,,,,10,,mg,0,4,10mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
10mg by mouth every day,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,23,every day,daily,,,,,,,,,,,
10mg every day,,,,,,,,,,,10,,mg,0,4,10mg,,,,,1,,1,,day,,,,,,,,,5,14,every day,daily,,,,,,,,,,,
10mg po bid,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
10mg po tid,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,11,tid,3 times per day,,,,,,,,,,,
10mg qid,,,,,,,,,,,10,,mg,0,4,10mg,,,,,4,,1,,day,,,,,,,,,5,8,qid,4 times per day,,,,,,,,,,,
10mg tid,,,,,,,,,,,10,,mg,0,4,10mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
12.5 mg bid,,,,,,,,,,,12.5,,mg,0,7,12.5 mg,,,,,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
12.5 mg po bid,,,,,,,,,,,12.5,,mg,0,7,12.5 mg,oral,8,10,po,2,,1,,day,,,,,,,,,11,14,bid,twice daily,,,,,,,,,,,
12.5mg bid,,,,,,,,,,,12.5,,mg,0,6,12.5mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
12.5mg po bid,,,,,,,,,,,12.5,,mg,0,6,12.5mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
15 mg bid,,,,,,,,,,,15,,mg,0,5,15 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
150 mg bid,,,,,,,,,,,150,,mg,0,6,150 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
150 mg po bid,,,,,,,,,,,150,,mg,0,6,150 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
150mg (oral tablet) po bid,,,,,,,,,,,150,,mg,0,5,150mg,oral,7,11,oral,2,,1,,day,,,,,,,,,23,26,bid,twice daily,,,,,,,,,,,
150mg 1 tab po bid,,,,,1,,tablet,5,11, 1 tab,150,,mg,0,5,150mg,oral,12,14,po,2,,1,,day,,,,,,,,,15,18,bid,twice daily,,,,,,,,,,,
150mg bid,,,,,,,,,,,150,,mg,0,5,150mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
150mg po bid,,,,,,,,,,,150,,mg,0,5,150mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
15mg bid,,,,,,,,,,,15,,mg,0,4,15mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
15mg po bid,,,,,,,,,,,15,,mg,0,4,15mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
15mg tid,,,,,,,,,,,15,,mg,0,4,15mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
1mg bid,,,,,,,,,,,1,,mg,0,3,1mg,,,,,2,,1,,day,,,,,,,,,4,7,bid,twice daily,,,,,,,,,,,
1mg po bid,,,,,,,,,,,1,,mg,0,3,1mg,oral,4,6,po,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
1mg po tid,,,,,,,,,,,1,,mg,0,3,1mg,oral,4,6,po,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
1mg tid,,,,,,,,,,,1,,mg,0,3,1mg,,,,,3,,1,,day,,,,,,,,,4,7,tid,3 times per day,,,,,,,,,,,
1tablet oral bid,,,,,1,,tablet,0,4,1tab,,,,,,,oral,8,12,oral,2,,1,,day,,,,,,,,,13,16,bid,twice daily,,,,,,,,,,,
2 (two) sprays in each nostril every day,,,,,2,,spray,1,13, (two) spray,,,,,,,nasal,15,30,in each nostril,1,,1,,day,,,,,,,,,31,40,every day,daily,,,,,,,,,,,
2 (two) tablets by mouth every week,,,,,2,,tablet,1,11, (two) tab,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,,,,,,,,,,,
2 bid,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,2,5,bid,twice daily,,,,,,,,,,,
2 mg bid,,,,,,,,,,,2,,mg,0,4,2 mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
2 mg po bid,,,,,,,,,,,2,,mg,0,4,2 mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
2 milligrams subcutaneously every week,,,,,,,,,,,2,,mg,0,11,2 milligram,subcutaneous,13,27,subcutaneously,1,,1,,week,,,,,,,,,28,38,every week,every week,,,,,,,,,,,
2 puffs bid,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
2 puffs from the inhaler bid with spacer,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,2,,1,,day,,,,,,,,,25,28,bid,twice daily,,,,,,,,,,,
2 puffs from the inhaler tid - qid,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,4,,1,,day,,,,,,,,,25,34,tid - qid,4 times per day,,,,,,,,,,,
2 puffs qid,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,4,,1,,day,,,,,,,,,8,11,qid,4 times per day,,,,,,,,,,,
2 tablets by mouth every week,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
2 tabs bid,,,,,2,,tablet,0,5,2 tab,,,,,,,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
2.5 mg bid,,,,,,,,,,,2.5,,mg,0,6,2.5 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
20 mg bid,,,,,,,,,,,20,,mg,0,5,20 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
20 mg by mouth every day,,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
20 mg one tablet by mouth every day,,,,,1,,tablet,5,13, one tab,20,,mg,0,5,20 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,35,every day,daily,,,,,,,,,,,
20 mg po bid,,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
20 mg tid,,,,,,,,,,,20,,mg,0,5,20 mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
200 mg bid,,,,,,,,,,,200,,mg,0,6,200 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
200 mg po bid,,,,,,,,,,,200,,mg,0,6,200 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
200mg bid,,,,,,,,,,,200,,mg,0,5,200mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
200mg po bid,,,,,,,,,,,200,,mg,0,5,200mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
20mg 1 tab po bid,,,,,1,,tablet,4,10, 1 tab,20,,mg,0,4,20mg,oral,11,13,po,2,,1,,day,,,,,,,,,14,17,bid,twice daily,,,,,,,,,,,
20mg bid,,,,,,,,,,,20,,mg,0,4,20mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
20mg po bid,,,,,,,,,,,20,,mg,0,4,20mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
20mg po tid,,,,,,,,,,,20,,mg,0,4,20mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,11,tid,3 times per day,,,,,,,,,,,
20mg tid,,,,,,,,,,,20,,mg,0,4,20mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
25 mg bid,,,,,,,,,,,25,,mg,0,5,25 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
25 mg by mouth every day,,,,,,,,,,,25,,mg,0,5,25 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
25 mg po bid,,,,,,,,,,,25,,mg,0,5,25 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
25 mg tid,,,,,,,,,,,25,,mg,0,5,25 mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
250 mg bid,,,,,,,,,,,250,,mg,0,6,250 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
250mg bid,,,,,,,,,,,250,,mg,0,5,250mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
25mg 1 tab po bid,,,,,1,,tablet,4,10, 1 tab,25,,mg,0,4,25mg,oral,11,13,po,2,,1,,day,,,,,,,,,14,17,bid,twice daily,,,,,,,,,,,
25mg bid,,,,,,,,,,,25,,mg,0,4,25mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
25mg po bid,,,,,,,,,,,25,,mg,0,4,25mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
25mg po tid,,,,,,,,,,,25,,mg,0,4,25mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,11,tid,3 times per day,,,,,,,,,,,
25mg tid,,,,,,,,,,,25,,mg,0,4,25mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
2mg bid,,,,,,,,,,,2,,mg,0,3,2mg,,,,,2,,1,,day,,,,,,,,,4,7,bid,twice daily,,,,,,,,,,,
2mg po bid,,,,,,,,,,,2,,mg,0,3,2mg,oral,4,6,po,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
3 (three) tablets by mouth every week,,,,,3,,tablet,1,13, (three) tab,,,,,,,oral,18,26,by mouth,1,,1,,week,,,,,,,,,27,37,every week,every week,,,,,,,,,,,
3 tablets by mouth every week,,,,,3,,tablet,0,5,3 tab,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
30 mg bid,,,,,,,,,,,30,,mg,0,5,30 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
30 mg by mouth every day,,,,,,,,,,,30,,mg,0,5,30 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
30 mg po bid,,,,,,,,,,,30,,mg,0,5,30 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
300 mg bid,,,,,,,,,,,300,,mg,0,6,300 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
300 mg po bid,,,,,,,,,,,300,,mg,0,6,300 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
300 mg po tid,,,,,,,,,,,300,,mg,0,6,300 mg,oral,7,9,po,3,,1,,day,,,,,,,,,10,13,tid,3 times per day,,,,,,,,,,,
300 mg tid,,,,,,,,,,,300,,mg,0,6,300 mg,,,,,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
300mg (oral tablet) po bid,,,,,,,,,,,300,,mg,0,5,300mg,oral,7,11,oral,2,,1,,day,,,,,,,,,23,26,bid,twice daily,,,,,,,,,,,
