sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
biaxin 1 tablet by mouth every 12 hours for ten days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,1,,12,,hour,,,,,,,,25,38,every 12 hour,every 12 hours,,,,,10,,day,40,51,ten day,,,,,
biaxin 1 tablet by mouth twice a day for fourteen days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,18,,day,37,53,fourteen day,,,,,
biaxin 1 tablet by mouth twice a day for ten days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,10,,day,37,48,ten day,,,,,
biaxin 1 tablet by mouth twice a day for twenty-one days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,21,,day,37,55,twenty-one day,,,,,
buspar 1 tablet by mouth twice a day,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,,,,,,,,,,,
carafate 1 tablet by mouth twice a day,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,2,,1,,day,,,,,,,,27,38,twice a day,twice daily,,,,,,,,,,,,,,,
cardura 1 tablet by mouth daily,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
cardura 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,50,every evening at bedtime,daily,in the evening at bedtime,26,50,every evening at bedtime,,,,,,,,,,,
catapres 1 tablet by mouth daily,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
catapres 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,51,every evening at bedtime,daily,in the evening at bedtime,27,51,every evening at bedtime,,,,,,,,,,,
catapres 1 tablet by mouth three times a day,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,3,,1,,day,,,,,,,,27,44,three times a day,3 times per day,,,,,,,,,,,,,,,
catapres 1 tablet by mouth twice a day,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,2,,1,,day,,,,,,,,27,38,twice a day,twice daily,,,,,,,,,,,,,,,
ceftin 1 tablet by mouth every 12 hours for 10 days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,1,,12,,hour,,,,,,,,25,38,every 12 hour,every 12 hours,,,,,10,,day,40,50,10 day,,,,,
ceftin 1 tablet by mouth every 12 hours for ten days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,1,,12,,hour,,,,,,,,25,38,every 12 hour,every 12 hours,,,,,10,,day,40,51,ten day,,,,,
ceftin 1 tablet by mouth twice a day for 10 days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,10,,day,37,47,10 day,,,,,
ceftin 1 tablet by mouth twice a day for seven days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,7,,day,37,50,seven day,,,,,
ceftin 1 tablet by mouth twice a day for ten days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,10,,day,37,48,ten day,,,,,
celexa 0.5 tablet by mouth daily,,,,,0.5,,tablet,6,17, 0.5 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
celexa 1 tablet by mouth daily,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
celexa 1 tablet by mouth every evening,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,38,every evening,daily,in the evening,25,38,every evening,,,,,,,,,,,
celexa 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,49,every evening at bedtime,daily,in the evening at bedtime,25,49,every evening at bedtime,,,,,,,,,,,
celexa 1 tablet by mouth every morning,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,38,every morning,daily,in the morning,25,38,every morning,,,,,,,,,,,
celexa 1.5 tablets by mouth daily,,,,,1.5,,tablet,6,18, 1.5 tablets,,,,,,,by mouth,19,27,by mouth,1,,1,,day,,,,,,,,28,33,daily,daily,,,,,,,,,,,,,,,
celexa 2 tablets by mouth daily,,,,,2,,tablet,6,16, 2 tablets,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
celexa 3 tablets by mouth daily,,,,,3,,tablet,6,16, 3 tablets,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
cellcept 1 tablet by mouth twice a day,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,2,,1,,day,,,,,,,,27,38,twice a day,twice daily,,,,,,,,,,,,,,,
cellcept 2 tablets by mouth twice a day,,,,,2,,tablet,8,18, 2 tablets,,,,,,,by mouth,19,27,by mouth,2,,1,,day,,,,,,,,28,39,twice a day,twice daily,,,,,,,,,,,,,,,
cipro 1 tablet by mouth every 12 hours for 3 days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,3,,day,39,48,3 day,,,,,
cipro 1 tablet by mouth every 12 hours for 7 days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,7,,day,39,48,7 day,,,,,
cipro 1 tablet by mouth every 12 hours for five days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,5,,day,39,51,five day,,,,,
cipro 1 tablet by mouth every 12 hours for fourteen days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,18,,day,39,55,fourteen day,,,,,
cipro 1 tablet by mouth every 12 hours for seven days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,7,,day,39,52,seven day,,,,,
cipro 1 tablet by mouth every 12 hours for ten days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,10,,day,39,50,ten day,,,,,
cipro 1 tablet by mouth every 12 hours for three days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,3,,day,39,52,three day,,,,,
cipro 1 tablet by mouth twice a day,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,,,,,
cipro 1 tablet by mouth twice a day for 10 days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,10,,day,36,46,10 day,,,,,
cipro 1 tablet by mouth twice a day for 14 days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,14,,day,36,46,14 day,,,,,
cipro 1 tablet by mouth twice a day for 3 days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,3,,day,36,45,3 day,,,,,
cipro 1 tablet by mouth twice a day for 5 days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,5,,day,36,45,5 day,,,,,
cipro 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,7,,day,36,45,7 day,,,,,
cipro 1 tablet by mouth twice a day for five days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,5,,day,36,48,five day,,,,,
cipro 1 tablet by mouth twice a day for fourteen days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,18,,day,36,52,fourteen day,,,,,
cipro 1 tablet by mouth twice a day for seven days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,7,,day,36,49,seven day,,,,,
cipro 1 tablet by mouth twice a day for ten days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,10,,day,36,47,ten day,,,,,
cipro 1 tablet by mouth twice a day for three days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,3,,day,36,49,three day,,,,,
cipro 1 tablet by mouth twice a day for three days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,3,,day,36,49,three day,,,,,
cipro 1 tablet by mouth twice a day for twenty-one days,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,21,,day,36,54,twenty-one day,,,,,
cleocin 1 capsule by mouth every 6 hours for seven days,,,,,1,,capsule,7,17, 1 capsule,,,,,,,by mouth,18,26,by mouth,1,,6,,hour,,,,,,,,27,39,every 6 hour,every 6 hours,,,,,7,,day,41,54,seven day,,,,,
cleocin 1 capsule by mouth every 6 hours for ten days,,,,,1,,capsule,7,17, 1 capsule,,,,,,,by mouth,18,26,by mouth,1,,6,,hour,,,,,,,,27,39,every 6 hour,every 6 hours,,,,,10,,day,41,52,ten day,,,,,
cleocin 1 capsule by mouth every 8 hours for seven days,,,,,1,,capsule,7,17, 1 capsule,,,,,,,by mouth,18,26,by mouth,1,,8,,hour,,,,,,,,27,39,every 8 hour,every 8 hours,,,,,7,,day,41,54,seven day,,,,,
clinoril 1 tablet by mouth twice a day,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,2,,1,,day,,,,,,,,27,38,twice a day,twice daily,,,,,,,,,,,,,,,
colazal 3 capsules by mouth three times a day,,,,,3,,capsule,7,18, 3 capsules,,,,,,,by mouth,19,27,by mouth,3,,1,,day,,,,,,,,28,45,three times a day,3 times per day,,,,,,,,,,,,,,,
colcrys 1 tablet by mouth daily,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
colcrys 1 tablet by mouth twice a day,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,2,,1,,day,,,,,,,,26,37,twice a day,twice daily,,,,,,,,,,,,,,,
compazine 1 tablet by mouth every 6 hours as needed for nausea,,,,,1,,tablet,9,18, 1 tablet,,,,,,,by mouth,19,27,by mouth,1,,6,,hour,,,,,,,,28,40,every 6 hour,every 6 hours,,,,,,,,,,,1,nausea,42,62,as needed for nausea
coreg 1 tablet by mouth daily,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
coreg 1 tablet by mouth every 12 hours,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
coreg 1 tablet by mouth twice a day,,,,,1,,tablet,5,14, 1 tablet,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,,,,,
coreg 1.5 tablets by mouth twice a day,,,,,1.5,,tablet,5,17, 1.5 tablets,,,,,,,by mouth,18,26,by mouth,2,,1,,day,,,,,,,,27,38,twice a day,twice daily,,,,,,,,,,,,,,,
coreg 2 tablets by mouth twice a day,,,,,2,,tablet,5,15, 2 tablets,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,,,,,,,,,,,
corgard 1 tablet by mouth daily,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
corgard 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,50,every evening at bedtime,daily,in the evening at bedtime,26,50,every evening at bedtime,,,,,,,,,,,
coumadin 1 tablet by mouth daily,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
cozaar 1 tablet by mouth daily,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
demadex 1 tablet by mouth daily,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
demadex 1 tablet by mouth twice a day,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,2,,1,,day,,,,,,,,26,37,twice a day,twice daily,,,,,,,,,,,,,,,
depakote 1 tablet by mouth twice a day,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,2,,1,,day,,,,,,,,27,38,twice a day,twice daily,,,,,,,,,,,,,,,
depo-testosterone 1 milliliter intramuscularly every other week,,,,,1,,mL,17,30, 1 milliliter,,,,,,,intramuscularly,31,46,intramuscularly,1,,2,,week,,,,,,,,47,63,every other week,every 2 weeks,,,,,,,,,,,,,,,
desyrel 0.5 tablet by mouth every evening at bedtime,,,,,0.5,,tablet,7,18, 0.5 tablet,,,,,,,by mouth,19,27,by mouth,1,,1,,day,,,,,,,,28,52,every evening at bedtime,daily,in the evening at bedtime,28,52,every evening at bedtime,,,,,,,,,,,
desyrel 1 tablet by mouth daily,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
desyrel 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,50,every evening at bedtime,daily,in the evening at bedtime,26,50,every evening at bedtime,,,,,,,,,,,
desyrel 1 tablet by mouth every evening at bedtime as needed for insomnia,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,50,every evening at bedtime,daily,in the evening at bedtime,26,50,every evening at bedtime,,,,,,,1,insomnia,51,73,as needed for insomnia
desyrel 2 tablets by mouth every evening at bedtime,,,,,2,,tablet,7,17, 2 tablets,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,51,every evening at bedtime,daily,in the evening at bedtime,27,51,every evening at bedtime,,,,,,,,,,,
diflucan 1 tablet by mouth daily,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
diflucan 1 tablet by mouth daily for one time only,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,,,,,,,,,,,,1,37,50,one time only,once,,,,,,,,,,,,,,,
diflucan 1 tablet by mouth daily for seven days,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,7,,day,33,46,seven day,,,,,
diflucan 1 tablet by mouth daily for three days,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,3,,day,33,46,three day,,,,,
diflucan 1 tablet by mouth one time only,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,,,,,,,,,,,,1,27,40,one time only,once,,,,,,,,,,,,,,,
diflucan 2 tablets by mouth daily,,,,,2,,tablet,8,18, 2 tablets,,,,,,,by mouth,19,27,by mouth,1,,1,,day,,,,,,,,28,33,daily,daily,,,,,,,,,,,,,,,
dilaudid 1 tablet by mouth every 4 hours as needed for pain,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,4,,hour,,,,,,,,27,39,every 4 hour,every 4 hours,,,,,,,,,,,1,pain,41,59,as needed for pain
ditropan xl 1 tablet by mouth daily,,,,,1,,tablet,11,20, 1 tablet,,,,,,,by mouth,21,29,by mouth,1,,1,,day,,,,,,,,30,35,daily,daily,,,,,,,,,,,,,,,
duragesic 1 patch on dry cleaned skin every three days,,,,,1,,transdermal patch,9,17, 1 patch,,,,,,,topically,25,37,cleaned skin,1,,3,,day,,,,,,,,38,53,every three day,every 3 days,,,,,,,,,,,,,,,
dyazide 1 capsule by mouth daily,,,,,1,,capsule,7,17, 1 capsule,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
ec-naprosyn 1 tablet by mouth twice a day,,,,,1,,tablet,11,20, 1 tablet,,,,,,,by mouth,21,29,by mouth,2,,1,,day,,,,,,,,30,41,twice a day,twice daily,,,,,,,,,,,,,,,
effexor 1 tablet by mouth daily,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
effexor 1 tablet by mouth twice a day,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,2,,1,,day,,,,,,,,26,37,twice a day,twice daily,,,,,,,,,,,,,,,
estrace 1 tablet by mouth daily,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
feldene 1 capsule by mouth daily,,,,,1,,capsule,7,17, 1 capsule,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
flagyl 1 tablet by mouth three times a day,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,3,,1,,day,,,,,,,,25,42,three times a day,3 times per day,,,,,,,,,,,,,,,
flagyl 1 tablet by mouth three times a day for fourteen days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,3,,1,,day,,,,,,,,25,42,three times a day,3 times per day,,,,,18,,day,43,59,fourteen day,,,,,
flagyl 1 tablet by mouth three times a day for seven days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,3,,1,,day,,,,,,,,25,42,three times a day,3 times per day,,,,,7,,day,43,56,seven day,,,,,
flagyl 1 tablet by mouth three times a day for ten days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,3,,1,,day,,,,,,,,25,42,three times a day,3 times per day,,,,,10,,day,43,54,ten day,,,,,
flagyl 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,7,,day,37,46,7 day,,,,,
flagyl 1 tablet by mouth twice a day for seven days,,,,,1,,tablet,6,15, 1 tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,7,,day,37,50,seven day,,,,,
flagyl 4 tablets by mouth one time only,,,,,4,,tablet,6,16, 4 tablets,,,,,,,by mouth,17,25,by mouth,,,,,,,,,,,,1,26,39,one time only,once,,,,,,,,,,,,,,,
flexeril 1 tablet by mouth daily,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
flexeril 1 tablet by mouth every 8 hours as needed for muscle spasms,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,8,,hour,,,,,,,,27,39,every 8 hour,every 8 hours,,,,,,,,,,,1,muscle spasm,41,68,as needed for muscle spasms
flexeril 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,51,every evening at bedtime,daily,in the evening at bedtime,27,51,every evening at bedtime,,,,,,,,,,,
flexeril 1 tablet by mouth every evening at bedtime as needed,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,51,every evening at bedtime,daily,in the evening at bedtime,27,51,every evening at bedtime,,,,,,,1,,52,61,as needed
flexeril 1 tablet by mouth every evening at bedtime as needed for muscle spasms,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,51,every evening at bedtime,daily,in the evening at bedtime,27,51,every evening at bedtime,,,,,,,1,muscle spasm,52,79,as needed for muscle spasms
flexeril 1 tablet by mouth every evening at bedtime as needed for pain,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,51,every evening at bedtime,daily,in the evening at bedtime,27,51,every evening at bedtime,,,,,,,1,pain,52,70,as needed for pain
flexeril 1 tablet by mouth q8h prn as needed for muscle spasm,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,8,,hour,,,,,,,,27,30,q8h,every 8 hours,,,,,,,,,,,1,muscle spasm,31,61,prn as needed for muscle spasm
flexeril 1 tablet by mouth three times a day,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,3,,1,,day,,,,,,,,27,44,three times a day,3 times per day,,,,,,,,,,,,,,,
flexeril 1 tablet by mouth three times a day as needed,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,3,,1,,day,,,,,,,,27,44,three times a day,3 times per day,,,,,,,,,,,1,,45,54,as needed
flexeril 1 tablet by mouth three times a day as needed for muscle spasms,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,3,,1,,day,,,,,,,,27,44,three times a day,3 times per day,,,,,,,,,,,1,muscle spasm,45,72,as needed for muscle spasms
flexeril 1 tablet by mouth three times a day as needed for pain,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,3,,1,,day,,,,,,,,27,44,three times a day,3 times per day,,,,,,,,,,,1,pain,45,63,as needed for pain
flexeril 1 tablet by mouth twice a day,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,2,,1,,day,,,,,,,,27,38,twice a day,twice daily,,,,,,,,,,,,,,,
flexeril 1 tablet by mouth twice a day as needed for muscle spasms,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,2,,1,,day,,,,,,,,27,38,twice a day,twice daily,,,,,,,,,,,1,muscle spasm,39,66,as needed for muscle spasms
flomax 1 capsule by mouth daily,,,,,1,,capsule,6,16, 1 capsule,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
flonase 1 spray in each nostril daily,spray,10,15,spray,1,,spray,7,15, 1 spray,,,,,,,in each nostril,16,31,in each nostril,1,,1,,day,,,,,,,,32,37,daily,daily,,,,,,,,,,,,,,,
flonase 1 spray in each nostril twice a day,spray,10,15,spray,1,,spray,7,15, 1 spray,,,,,,,in each nostril,16,31,in each nostril,2,,1,,day,,,,,,,,32,43,twice a day,twice daily,,,,,,,,,,,,,,,
flonase 1 sprays in each nostril daily,,,,,1,,spray,7,15, 1 spray,,,,,,,in each nostril,17,32,in each nostril,1,,1,,day,,,,,,,,33,38,daily,daily,,,,,,,,,,,,,,,
flonase 1 sprays in each nostril twice a day,,,,,1,,spray,7,15, 1 spray,,,,,,,in each nostril,17,32,in each nostril,2,,1,,day,,,,,,,,33,44,twice a day,twice daily,,,,,,,,,,,,,,,
flonase 2 spray in each nostril daily,spray,10,15,spray,2,,spray,7,15, 2 spray,,,,,,,in each nostril,16,31,in each nostril,1,,1,,day,,,,,,,,32,37,daily,daily,,,,,,,,,,,,,,,
flonase 2 spray in the nose daily,spray,10,15,spray,2,,spray,7,15, 2 spray,,,,,,,in nostril(s),16,27,in the nose,1,,1,,day,,,,,,,,28,33,daily,daily,,,,,,,,,,,,,,,
flonase 2 sprays in each nostril daily,,,,,2,,spray,7,15, 2 spray,,,,,,,in each nostril,17,32,in each nostril,1,,1,,day,,,,,,,,33,38,daily,daily,,,,,,,,,,,,,,,
flonase 2 sprays in each nostril daily as needed,,,,,2,,spray,7,15, 2 spray,,,,,,,in each nostril,17,32,in each nostril,1,,1,,day,,,,,,,,33,38,daily,daily,,,,,,,,,,,1,,39,48,as needed
flonase 2 sprays in each nostril twice a day,,,,,2,,spray,7,15, 2 spray,,,,,,,in each nostril,17,32,in each nostril,2,,1,,day,,,,,,,,33,44,twice a day,twice daily,,,,,,,,,,,,,,,
flonase 2 sprays in the nose as directed daily,,,,,2,,spray,7,15, 2 spray,,,,,,,in nostril(s),17,28,in the nose,1,,1,,day,,,,,,,,41,46,daily,daily,,,,,,,,,,,,,,,
florinef 1 tablet by mouth daily,,,,,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,18,26,by mouth,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
fosamax 1 tablet by mouth every week,,,,,1,,tablet,7,16, 1 tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,week,,,,,,,,26,36,every week,every week,,,,,,,,,,,,,,,
