original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
TAKE 1 CAPSULE BY MOUTH TWICE DAILY FOR 10 DAYS,take 1 capsule by mouth twice daily for 10 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice daily,twice daily,,,,,10,,day,36,46,10 day,,,,,
VENTOLIN HFA 90 MCG/ACTUATION AEROSOL INHALER,ventolin hfa 90 mcg/actuation aerosol inhaler,,,,,,,,,,,90,,mcg,12,19, 90 mcg,via inhalation,38,45,inhaler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET(500 MG) BY MOUTH TWICE DAILY WITH BREAKFAST AND DINNER,take 1 tablet500 mg by mouth twice daily with breakfast and dinner,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,19,500 mg,by mouth,20,28,by mouth,2,,1,,day,,,,,,,,29,40,twice daily,twice daily,with breakfast,41,55,with breakfast,,,,,,,,,,,
TAKE 25 MG BY MOUTH EVERY 8 HOURS AS NEEDED,take 25 mg by mouth every 8 hours as needed,take,0,4,take,,,,,,,25,,mg,4,10, 25 mg,by mouth,11,19,by mouth,1,,8,,hour,,,,,,,,20,32,every 8 hour,every 8 hours,,,,,,,,,,,1,,34,43,as needed
TAKE BY MOUTH DAILY AT NOON,take by mouth daily at noon,take,0,4,take,,,,,,,,,,,,,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
TAKE 5 ML BY MOUTH EVERY 4 HOURS AS NEEDED FOR COUGH OR CONGESTION FOR UP TO 3 DAYS,take 5 ml by mouth every 4 hours as needed for cough or congestion for up to 3 days,take,0,4,take,5,,mL,4,9, 5 ml,,,,,,,by mouth,10,18,by mouth,1,,4,,hour,,,,,,,,19,31,every 4 hour,every 4 hours,,,,,,,,,,,1,"cough,congestion",33,83,as needed for cough or congestion for up to 3 days
TAKE 1 TABLET (800 MG TOTAL) BY MOUTH EVERY 8 HOURS,take 1 tablet 800 mg total by mouth every 8 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,800,,mg,13,20, 800 mg,by mouth,27,35,by mouth,1,,8,,hour,,,,,,,,36,48,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
TAKE 0.5 TABLETS (50 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 0.5 tablets 50 mg total by mouth 2 times a day,take,0,4,take,0.5,,tablet,4,16, 0.5 tablets,50,,mg,16,22, 50 mg,by mouth,29,37,by mouth,2,,1,,day,,,,,,,,38,51,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (12.5 MG TOTAL) BY MOUTH EVERY 8 HOURS AS NEEDED FOR NAUSEA OR VOMITING,take 1 tablet 12.5 mg total by mouth every 8 hours as needed for nausea or vomiting,take,0,4,take,1,,tablet,4,13, 1 tablet,12.5,,mg,13,21, 12.5 mg,by mouth,28,36,by mouth,1,,8,,hour,,,,,,,,37,49,every 8 hour,every 8 hours,,,,,,,,,,,1,"nausea,vomiting",51,83,as needed for nausea or vomiting
TAKE 1 TABLET (250 MG TOTAL) BY MOUTH EVERY 8 HOURS,take 1 tablet 250 mg total by mouth every 8 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,250,,mg,13,20, 250 mg,by mouth,27,35,by mouth,1,,8,,hour,,,,,,,,36,48,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
TAKE 1 TABLET (150 MG TOTAL) BY MOUTH EVERY 3 DAYS FOR 2 DOSES,take 1 tablet 150 mg total by mouth every 3 days for 2 doses,take,0,4,take,1,,tablet,4,13, 1 tablet,150,,mg,13,20, 150 mg,by mouth,27,35,by mouth,1,,3,,day,,,,,,,,36,47,every 3 day,every 3 days,,,,,,,,,,,,,,,
DICLOFENAC 1 % TOPICAL GEL,diclofenac 1 % topical gel,,,,,,,,,,,,,,,,,topically,15,22,topical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (30 MG TOTAL) BY MOUTH EVERY MORNING,take 1 tablet 30 mg total by mouth every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,30,,mg,13,19, 30 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,48,every morning,daily,in the morning,35,48,every morning,,,,,,,,,,,
TAKE 1 CAPSULE (100 MG TOTAL) BY MOUTH EVERY 8 HOURS FOR 10 DAYS,take 1 capsule 100 mg total by mouth every 8 hours for 10 days,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,1,,8,,hour,,,,,,,,37,49,every 8 hour,every 8 hours,,,,,10,,day,51,61,10 day,,,,,
TAKE 75 MG BY MOUTH EVERY NIGHT,take 75 mg by mouth every night,take,0,4,take,,,,,,,75,,mg,4,10, 75 mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,31,every night,daily,at night,20,31,every night,,,,,,,,,,,
TAKE 200 MG BY MOUTH AS NEEDED,take 200 mg by mouth as needed,take,0,4,take,,,,,,,200,,mg,4,11, 200 mg,by mouth,12,20,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,21,30,as needed
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH 2 TIMES A DAY AS NEEDED FOR MILD PAIN,take 1 tablet 500 mg total by mouth 2 times a day as needed for mild pain,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,,,,,,,1,mild pain,50,73,as needed for mild pain
TAKE 600 MG BY MOUTH EVERY NIGHT,take 600 mg by mouth every night,take,0,4,take,,,,,,,600,,mg,4,11, 600 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,32,every night,daily,at night,21,32,every night,,,,,,,,,,,
CHEW 5 MG EVERY EVENING,chew 5 mg every evening,chew,0,4,chew,,,,,,,5,,mg,4,9, 5 mg,,,,,1,,1,,day,,,,,,,,10,23,every evening,daily,in the evening,10,23,every evening,,,,,,,,,,,
ADMINISTER 1 SPRAY INTO EACH NOSTRIL ONCE A DAY AS NEEDED FOR RHINITIS,administer 1 spray into each nostril once a day as needed for rhinitis,administer,0,10,administer,1,,spray,10,18, 1 spray,,,,,,,in each nostril,19,36,into each nostril,1,,1,,day,,,,,,,,37,47,once a day,daily,,,,,,,,,,,1,rhinitis,48,70,as needed for rhinitis
TAKE 1 TABLET (500 MG) BY MOUTH TWICE DAILY FOR 3 DAYS,take 1 tablet 500 mg by mouth twice daily for 3 days,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,21,29,by mouth,2,,1,,day,,,,,,,,30,41,twice daily,twice daily,,,,,3,,day,42,51,3 day,,,,,
TAKE 1 TABLET (0.2 MG TOTAL) BY MOUTH EVERY NIGHT,take 1 tablet 0.2 mg total by mouth every night,take,0,4,take,1,,tablet,4,13, 1 tablet,0.2,,mg,13,20, 0.2 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,47,every night,daily,at night,36,47,every night,,,,,,,,,,,
TAKE 1 TABLET (750 MG TOTAL) BY MOUTH DAILY FOR 14 DAYS,take 1 tablet 750 mg total by mouth daily for 14 days,take,0,4,take,1,,tablet,4,13, 1 tablet,750,,mg,13,20, 750 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,14,,day,42,52,14 day,,,,,
TAKE 1 CAPSULE(0.4 MG) BY MOUTH DAILY,take 1 capsule0.4 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,0.4,,mg,14,20,0.4 mg,by mouth,21,29,by mouth,1,,1,,day,,,,,,,,30,35,daily,daily,,,,,,,,,,,,,,,
TAKE 1.5 TABLETS (37.5 MG TOTAL) BY MOUTH DAILY,take 1.5 tablets 37.5 mg total by mouth daily,take,0,4,take,1.5,,tablet,4,16, 1.5 tablets,37.5,,mg,16,24, 37.5 mg,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,,,,,
INJECT 150 MG UNDER THE SKIN EVERY 14 DAYS,inject 150 mg under the skin every 14 days,inject,0,6,inject,,,,,,,150,,mg,6,13, 150 mg,subcutaneously,14,28,under the skin,1,,14,,day,,,,,,,,29,41,every 14 day,every 14 days,,,,,,,,,,,,,,,
PLACE 1 PATCH ON THE SKIN DAILY. MAY REMOVE BEFORE BEDTIME TO PREVENT INSOMNIA. ROTATE PATCH SITE DAILY TO AVOID SKIN IRRITATION,place 1 patch on the skin daily may remove before bedtime to prevent insomnia rotate patch site daily to avoid skin irritation,place,0,5,place,1,,transdermal patch,5,13, 1 patch,,,,,,,transdermally,8,13,patch,1,,1,,day,,,,,,,,26,31,daily,daily,before bedtime,43,57,before bedtime,,,,,,,,,,,
TAKE 0.5 MG BY MOUTH AT BEDTIME,take 0.5 mg by mouth at bedtime,take,0,4,take,,,,,,,0.5,,mg,4,11, 0.5 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,31,at bedtime,daily,at bedtime,21,31,at bedtime,,,,,,,,,,,
TAKE 2 TABLETS (650 MG TOTAL) BY MOUTH EVERY 6 HOURS FOR 10 DAYS,take 2 tablets 650 mg total by mouth every 6 hours for 10 days,take,0,4,take,2,,tablet,4,14, 2 tablets,650,,mg,14,21, 650 mg,by mouth,28,36,by mouth,1,,6,,hour,,,,,,,,37,49,every 6 hour,every 6 hours,,,,,10,,day,51,61,10 day,,,,,
TAKE 1 TABLET (8 MG TOTAL) BY MOUTH DAILY,take 1 tablet 8 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,8,,mg,13,18, 8 mg,by mouth,25,33,by mouth,1,,1,,day,,,,,,,,34,39,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (50 MG TOTAL) BY MOUTH AT BEDTIME AS NEEDED FOR SLEEP,take 1 tablet 50 mg total by mouth at bedtime as needed for sleep,take,0,4,take,1,,tablet,4,13, 1 tablet,50,,mg,13,19, 50 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,45,at bedtime,daily,at bedtime,35,45,at bedtime,,,,,,,1,sleep,46,65,as needed for sleep
TAKE 400 MG BY MOUTH AS NEEDED FOR MILD PAIN,take 400 mg by mouth as needed for mild pain,take,0,4,take,,,,,,,400,,mg,4,11, 400 mg,by mouth,12,20,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mild pain,21,44,as needed for mild pain
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH 2 TIMES A DAY (WITH BREAKFAST AND DINNER) FOR 5 DAYS,take 1 tablet 500 mg total by mouth 2 times a day with breakfast and dinner for 5 days,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,with breakfast,50,64,with breakfast,5,,day,76,85,5 day,,,,,
TAKE BY MOUTH EVERY NIGHT AS NEEDED,take by mouth every night as needed,take,0,4,take,,,,,,,,,,,,,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,25,every night,daily,at night,14,25,every night,,,,,,,1,,26,35,as needed
TAKE 1 TABLET (4 MG TOTAL) BY MOUTH EVERY 12 HOURS,take 1 tablet 4 mg total by mouth every 12 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,4,,mg,13,18, 4 mg,by mouth,25,33,by mouth,1,,12,,hour,,,,,,,,34,47,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
APPLY TO OPERATED SITE FOUR TIMES DAILY AND INSIDE EYE AT BEDTIME UNTIL POST OP APPOINTMENT,apply to operated site four times daily and inside eye at bedtime until post op appointment,apply,0,5,apply,,,,,,,,,,,,,topically,0,5,apply,4,,1,,day,,,,,,,,23,39,four times daily,4 times per day,at bedtime,55,65,at bedtime,,,,,,,,,,,
TAKE 25 MG BY MOUTH ONCE A DAY AS NEEDED,take 25 mg by mouth once a day as needed,take,0,4,take,,,,,,,25,,mg,4,10, 25 mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,30,once a day,daily,,,,,,,,,,,1,,31,40,as needed
TAKE 1 CAPSULE (12.5 MG TOTAL) BY MOUTH EVERY MORNING,take 1 capsule 12.5 mg total by mouth every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,12.5,,mg,14,22, 12.5 mg,by mouth,29,37,by mouth,1,,1,,day,,,,,,,,38,51,every morning,daily,in the morning,38,51,every morning,,,,,,,,,,,
SULFAMETHOXAZOLE 800 MG-TRIMETHOPRIM 160 MG TABLET,sulfamethoxazole 800 mg-trimethoprim 160 mg tablet,,,,,,,,,,,800,,mg,16,23, 800 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 2 TABLETS (8 MG TOTAL) BY MOUTH DAILY WITH BREAKFAST,take 2 tablets 8 mg total by mouth daily with breakfast,take,0,4,take,2,,tablet,4,14, 2 tablets,8,,mg,14,19, 8 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,with breakfast,41,55,with breakfast,,,,,,,,,,,
HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,hydrocodone 7.5 mg-acetaminophen 325 mg tablet,,,,,,,,,,,7.5,,mg,11,18, 7.5 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (40 MG TOTAL) BY MOUTH 2 TIMES A DAY BEFORE MEALS,take 1 tablet 40 mg total by mouth 2 times a day before meals,take,0,4,take,1,,tablet,4,13, 1 tablet,40,,mg,13,19, 40 mg,by mouth,26,34,by mouth,2,,1,,day,,,,,,,,35,48,2 times a day,twice daily,before meal,49,61,before meals,,,,,,,,,,,
"TAKE 1 TABLET (150 MG TOTAL) BY MOUTH EVERY 30 DAYS. TAKE IN AM WITH GLASS OF WATER PRIOR TO FOOD, DON'T LIE DOWN FOR 30 MINUTES",take 1 tablet 150 mg total by mouth every 30 days take in am with glass of water prior to food dont lie down for 30 minutes,take,0,4,take,1,,tablet,4,13, 1 tablet,150,,mg,13,20, 150 mg,by mouth,27,35,by mouth,1,,30,,day,,,,,,,,36,48,every 30 day,every 30 days,,,,,,,,,,,,,,,
TAKE 1 TABLET(50 MG) BY MOUTH EVERY NIGHT AS NEEDED FOR SLEEP,take 1 tablet50 mg by mouth every night as needed for sleep,take,0,4,take,1,,tablet,4,13, 1 tablet,50,,mg,13,18,50 mg,by mouth,19,27,by mouth,1,,1,,day,,,,,,,,28,39,every night,daily,at night,28,39,every night,,,,,,,1,sleep,40,59,as needed for sleep
TAKE 1 TABLET (14 MG TOTAL) BY MOUTH DAILY,take 1 tablet 14 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,14,,mg,13,19, 14 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,,,,,,,,,,,
INHALE 2 PUFFS EVERY 4 HOURS AS NEEDED FOR SHORTNESS OF BREATH. USE SPACER WHEN INHALING,inhale 2 puffs every 4 hours as needed for shortness of breath use spacer when inhaling,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,4,,hour,,,,,,,,15,27,every 4 hour,every 4 hours,,,,,,,,,,,1,shortness of breath,29,87,as needed for shortness of breath use spacer when inhaling
TAKE 2 TABLETS (100 MG TOTAL) BY MOUTH EVERY 12 HOURS,take 2 tablets 100 mg total by mouth every 12 hours,take,0,4,take,2,,tablet,4,14, 2 tablets,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,1,,12,,hour,,,,,,,,37,50,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH ONCE AS NEEDED FOR MIGRAINE. MAY REPEAT IN 2 HOURS IF UNRESOLVED. DO NOT EXCEED 30 MG IN 24 HOURS,take 1 tablet 5 mg total by mouth once as needed for migraine may repeat in 2 hours if unresolved do not exceed 30 mg in 24 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,migraine,39,129,as needed for migraine may repeat in 2 hours if unresolved do not exceed 30 mg in 24 hours
0.4 MG DAILY,0.4 mg daily,,,,,,,,,,,0.4,,mg,0,6,0.4 mg,,,,,1,,1,,day,,,,,,,,7,12,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (2.5 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 7 DAYS. FOR COVID TO HOME DVT PROPHYLAXIS,take 1 tablet 2.5 mg total by mouth every 12 hours for 7 days for covid to home dvt prophylaxis,take,0,4,take,1,,tablet,4,13, 1 tablet,2.5,,mg,13,20, 2.5 mg,by mouth,27,35,by mouth,1,,12,,hour,,,,,,,,36,49,every 12 hour,every 12 hours,,,,,7,,day,51,60,7 day,,,,,
TAKE 1 TABLET (20 MG TOTAL) BY MOUTH DAILY FOR 7 DAYS,take 1 tablet 20 mg total by mouth daily for 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,20,,mg,13,19, 20 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,7,,day,41,50,7 day,,,,,
TAKE 0.5 TABLETS (100 MG TOTAL) BY MOUTH DAILY,take 0.5 tablets 100 mg total by mouth daily,take,0,4,take,0.5,,tablet,4,16, 0.5 tablets,100,,mg,16,23, 100 mg,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,39,44,daily,daily,,,,,,,,,,,,,,,
"TAKE 5,000 UNITS BY MOUTH",take 5000 units by mouth,take,0,4,take,,,,,,,5000,,units,4,15, 5000 units,by mouth,16,24,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INJECT 30 UNITS UNDER THE SKIN EVERY NIGHT,inject 30 units under the skin every night,inject,0,6,inject,,,,,,,30,,units,6,15, 30 units,subcutaneously,16,30,under the skin,1,,1,,day,,,,,,,,31,42,every night,daily,at night,31,42,every night,,,,,,,,,,,
TAKE 0.5 MG BY MOUTH 3 TIMES A DAY,take 0.5 mg by mouth 3 times a day,take,0,4,take,,,,,,,0.5,,mg,4,11, 0.5 mg,by mouth,12,20,by mouth,3,,1,,day,,,,,,,,21,34,3 times a day,3 times per day,,,,,,,,,,,,,,,
CEPHALEXIN 500 MG CAPSULE,cephalexin 500 mg capsule,,,,,,,,,,,500,,mg,10,17, 500 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAKE 2 TABLETS (1,000 MG TOTAL) BY MOUTH EVERY 8 HOURS FOR 14 DAYS. DO NOT TAKE IF YOU HAVE BEEN TOLD BY YOUR PRIMARY CARE DOCTOR TO NOT TAKE TYLENOL FOR ANY REASON",take 2 tablets 1000 mg total by mouth every 8 hours for 14 days do not take if you have been told by your primary care doctor to not take tylenol for any reason,take,0,4,take,2,,tablet,4,14, 2 tablets,1000,,mg,14,22, 1000 mg,by mouth,29,37,by mouth,1,,8,,hour,,,,,,,,38,50,every 8 hour,every 8 hours,,,,,14,,day,52,62,14 day,,,,,
TAKE 145 MCG BY MOUTH DAILY,take 145 mcg by mouth daily,take,0,4,take,,,,,,,145,,mcg,4,12, 145 mcg,by mouth,13,21,by mouth,1,,1,,day,,,,,,,,22,27,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET EVERY DAY BY ORAL ROUTE,take 1 tablet every day by oral route,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,27,31,oral,1,,1,,day,,,,,,,,14,23,every day,daily,,,,,,,,,,,,,,,
TAKE 10 MG BY MOUTH 3 TIMES A DAY AS NEEDED FOR MUSCLE SPASMS,take 10 mg by mouth 3 times a day as needed for muscle spasms,take,0,4,take,,,,,,,10,,mg,4,10, 10 mg,by mouth,11,19,by mouth,3,,1,,day,,,,,,,,20,33,3 times a day,3 times per day,,,,,,,,,,,1,muscle spasm,34,61,as needed for muscle spasms
FLUCONAZOLE 150 MG TABLET,fluconazole 150 mg tablet,,,,,,,,,,,150,,mg,11,18, 150 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY NIGHT AS NEEDED FOR SLEEP,take 1 tablet by mouth every night as needed for sleep,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,34,every night,daily,at night,23,34,every night,,,,,,,1,sleep,35,54,as needed for sleep
5 MG DAILY,5 mg daily,,,,,,,,,,,5,,mg,0,4,5 mg,,,,,1,,1,,day,,,,,,,,5,10,daily,daily,,,,,,,,,,,,,,,
EVERY OTHER DAY,every other day,,,,,,,,,,,,,,,,,,,,,1,,2,,day,,,,,,,,0,15,every other day,every 2 days,,,,,,,,,,,,,,,
TAKE 3 TABLETS (75 MG TOTAL) BY MOUTH EVERY NIGHT,take 3 tablets 75 mg total by mouth every night,take,0,4,take,3,,tablet,4,14, 3 tablets,75,,mg,14,20, 75 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,47,every night,daily,at night,36,47,every night,,,,,,,,,,,
TAKE 2 TABLETS (650 MG TOTAL) BY MOUTH EVERY 8 HOURS FOR 5 DAYS,take 2 tablets 650 mg total by mouth every 8 hours for 5 days,take,0,4,take,2,,tablet,4,14, 2 tablets,650,,mg,14,21, 650 mg,by mouth,28,36,by mouth,1,,8,,hour,,,,,,,,37,49,every 8 hour,every 8 hours,,,,,5,,day,51,60,5 day,,,,,
ADMINISTER 1 DROP INTO BOTH EYES 4 TIMES A DAY FOR 7 DAYS,administer 1 drop into both eyes 4 times a day for 7 days,administer,0,10,administer,1,,drops,10,17, 1 drop,,,,,,,in both eyes,18,32,into both eyes,4,,1,,day,,,,,,,,33,46,4 times a day,4 times per day,,,,,7,,day,47,56,7 day,,,,,
"TAKE 1 TABLET (5 MG TOTAL) BY MOUTH EVERY 4 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 3 DAYS. ONLY TO BE TAKEN WHEN PAIN IS NOT CONTROLLED WITH OTHER MEDICATIONS, NEVER TO BE TAKEN ON A SCHEDULE BASIS",take 1 tablet 5 mg total by mouth every 4 hours as needed for moderate pain for up to 3 days only to be taken when pain is not controlled with other medications never to be taken on a schedule basis,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,4,,hour,,,,,,,,34,46,every 4 hour,every 4 hours,,,,,,,,,,,1,"moderate pain,pain",48,198,as needed for moderate pain for up to 3 days only to be taken when pain is not controlled with other medications never to be taken on a schedule basis
FPD,fpd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"INJECT 1 ML (1,000 MCG TOTAL) UNDER THE SKIN EVERY 30 DAYS",inject 1 ml 1000 mcg total under the skin every 30 days,inject,0,6,inject,1,,mL,6,11, 1 ml,1000,,mcg,11,20, 1000 mcg,subcutaneously,27,41,under the skin,1,,30,,day,,,,,,,,42,54,every 30 day,every 30 days,,,,,,,,,,,,,,,
ADMINISTER 2 SPRAYS INTO EACH NOSTRIL 2 TIMES A DAY AS NEEDED FOR RHINITIS. USE IN EACH NOSTRIL AS DIRECTED,administer 2 sprays into each nostril 2 times a day as needed for rhinitis use in each nostril as directed,administer,0,10,administer,2,,spray,10,18, 2 spray,,,,,,,in each nostril,20,37,into each nostril,2,,1,,day,,,,,,,,38,51,2 times a day,twice daily,,,,,,,,,,,1,rhinitis,52,106,as needed for rhinitis use in each nostril as directed
"TAKE 2 TABLETS (1,500 MG TOTAL) BY MOUTH 2 TIMES A DAY",take 2 tablets 1500 mg total by mouth 2 times a day,take,0,4,take,2,,tablet,4,14, 2 tablets,1500,,mg,14,22, 1500 mg,by mouth,29,37,by mouth,2,,1,,day,,,,,,,,38,51,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (200 MG TOTAL) BY MOUTH EVERY 8 HOURS AS NEEDED FOR COUGH FOR UP TO 7 DAYS,take 1 capsule 200 mg total by mouth every 8 hours as needed for cough for up to 7 days,take,0,4,take,1,,capsule,4,14, 1 capsule,200,,mg,14,21, 200 mg,by mouth,28,36,by mouth,1,,8,,hour,,,,,,,,37,49,every 8 hour,every 8 hours,,,,,,,,,,,1,cough,51,87,as needed for cough for up to 7 days
TAKE 2 TABLETS BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN,take 2 tablets by mouth every 6 hours as needed for moderate pain,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,15,23,by mouth,1,,6,,hour,,,,,,,,24,36,every 6 hour,every 6 hours,,,,,,,,,,,1,moderate pain,38,65,as needed for moderate pain
SLIDING SCALE-0-U-BG IS 70-150; 3U IF BG-151-180; 5U IF BG-181-240; 8U IF BG-241-300;12U IF BG-301-360;15U-BG=>361; E11.9,sliding scale-0-u-bg is 70-150 3u if bg-151-180 5u if bg-181-240 8u if bg-241-30012u if bg-301-36015u-bg=>361 e11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1.5 TABLETS (60 MG TOTAL) BY MOUTH DAILY,take 1.5 tablets 60 mg total by mouth daily,take,0,4,take,1.5,,tablet,4,16, 1.5 tablets,60,,mg,16,22, 60 mg,by mouth,29,37,by mouth,1,,1,,day,,,,,,,,38,43,daily,daily,,,,,,,,,,,,,,,
"TAKE 1 TABLET (20 MG TOTAL) BY MOUTH DAILY. SWALLOW WHOLE; DO NOT SPLIT, CHEW, OR CRUSH.  TAKE WITH WATER OR ANY OTHER NONALCOHOLIC DRINK WITH OR WITHOUT FOOD AT AROUND THE SAME TIME(S) EVERY DAY",take 1 tablet 20 mg total by mouth daily swallow whole do not split chew or crush take with water or any other nonalcoholic drink with or without food at around the same times every day,take,0,4,take,1,,tablet,4,13, 1 tablet,20,,mg,13,19, 20 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,176,185,every day,daily,,,,,,,,,,,,,,,
ADMINISTER 1 SPRAY INTO ONE OR BOTH NOSTRILS DAILY,administer 1 spray into one or both nostrils daily,administer,0,10,administer,1,,spray,10,18, 1 spray,,,,,,,in each nostril,31,44,both nostrils,1,,1,,day,,,,,,,,45,50,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (20 MG TOTAL) BY MOUTH EVERY OTHER DAY,take 1 tablet 20 mg total by mouth every other day,take,0,4,take,1,,tablet,4,13, 1 tablet,20,,mg,13,19, 20 mg,by mouth,26,34,by mouth,1,,2,,day,,,,,,,,35,50,every other day,every 2 days,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH AT  NIGHT,take 1 tablet by mouth at night,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,31,at night,daily,at night,23,31,at night,,,,,,,,,,,
