original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH EVERY EVENING AT BEDTIME AS NEEDED FOR ANXIETY,also known as valium 1 tablet by mouth every evening at bedtime as needed for anxiety,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,39,63,every evening at bedtime,daily,in the evening at bedtime,39,63,every evening at bedtime,,,,,,,1,anxiety,64,85,as needed for anxiety
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH EVERY EVENING AT BEDTIME AS NEEDED FOR INSOMNIA,also known as valium 1 tablet by mouth every evening at bedtime as needed for insomnia,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,39,63,every evening at bedtime,daily,in the evening at bedtime,39,63,every evening at bedtime,,,,,,,1,insomnia,64,86,as needed for insomnia
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH EVERY EVENING AT BEDTIME AS NEEDED FOR MUSCLE SPASMS,also known as valium 1 tablet by mouth every evening at bedtime as needed for muscle spasms,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,39,63,every evening at bedtime,daily,in the evening at bedtime,39,63,every evening at bedtime,,,,,,,1,muscle spasm,64,91,as needed for muscle spasms
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH FOUR TIMES A DAY,also known as valium 1 tablet by mouth four times a day,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,4,,1,,day,,,,,,,,39,55,four times a day,4 times per day,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH ONE TIME ONLY,also known as valium 1 tablet by mouth one time only,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,,,,,,,,,,,,1,39,52,one time only,once,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH ONE TIME ONLY AS NEEDED FOR ANXIETY,also known as valium 1 tablet by mouth one time only as needed for anxiety,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,,,,,,,,,,,,1,39,52,one time only,once,,,,,,,,,,,1,anxiety,53,74,as needed for anxiety
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH ONE TIME ONLY FOR 1 DAY,also known as valium 1 tablet by mouth one time only for 1 day,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,,,,,,,,,,,,1,39,52,one time only,once,,,,,1,,day,53,62,1 day,,,,,
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH ONE TIME ONLY FOR 1 DAY(S),also known as valium 1 tablet by mouth one time only for 1 days,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,,,,,,,,,,,,1,39,52,one time only,once,,,,,1,,day,53,62,1 day,,,,,
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH THREE TIMES A DAY,also known as valium 1 tablet by mouth three times a day,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,3,,1,,day,,,,,,,,39,56,three times a day,3 times per day,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH THREE TIMES A DAY AS NEEDED,also known as valium 1 tablet by mouth three times a day as needed,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,3,,1,,day,,,,,,,,39,56,three times a day,3 times per day,,,,,,,,,,,1,,57,66,as needed
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH THREE TIMES A DAY AS NEEDED FOR ANXIETY,also known as valium 1 tablet by mouth three times a day as needed for anxiety,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,3,,1,,day,,,,,,,,39,56,three times a day,3 times per day,,,,,,,,,,,1,anxiety,57,78,as needed for anxiety
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH THREE TIMES A DAY AS NEEDED FOR DIZZINESS,also known as valium 1 tablet by mouth three times a day as needed for dizziness,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,3,,1,,day,,,,,,,,39,56,three times a day,3 times per day,,,,,,,,,,,1,dizziness,57,80,as needed for dizziness
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH THREE TIMES A DAY AS NEEDED FOR MUSCLE SPASMS,also known as valium 1 tablet by mouth three times a day as needed for muscle spasms,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,3,,1,,day,,,,,,,,39,56,three times a day,3 times per day,,,,,,,,,,,1,muscle spasm,57,84,as needed for muscle spasms
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH THREE TIMES A DAY AS NEEDED FOR VERTIGO,also known as valium 1 tablet by mouth three times a day as needed for vertigo,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,3,,1,,day,,,,,,,,39,56,three times a day,3 times per day,,,,,,,,,,,1,vertigo,57,78,as needed for vertigo
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH THREE TIMES A DAY FOR 3 DAYS,also known as valium 1 tablet by mouth three times a day for 3 days,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,3,,1,,day,,,,,,,,39,56,three times a day,3 times per day,,,,,3,,day,57,66,3 day,,,,,
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH THREE TIMES A DAY FOR 3 DAYS AS NEEDED FOR MUSCLE SPASMS,also known as valium 1 tablet by mouth three times a day for 3 days as needed for muscle spasms,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,3,,1,,day,,,,,,,,39,56,three times a day,3 times per day,,,,,3,,day,57,66,3 day,1,muscle spasm,68,95,as needed for muscle spasms
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH TWICE A DAY,also known as valium 1 tablet by mouth twice a day,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,2,,1,,day,,,,,,,,39,50,twice a day,twice daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH TWICE A DAY AS NEEDED,also known as valium 1 tablet by mouth twice a day as needed,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,2,,1,,day,,,,,,,,39,50,twice a day,twice daily,,,,,,,,,,,1,,51,60,as needed
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH TWICE A DAY AS NEEDED FOR ANXIETY,also known as valium 1 tablet by mouth twice a day as needed for anxiety,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,2,,1,,day,,,,,,,,39,50,twice a day,twice daily,,,,,,,,,,,1,anxiety,51,72,as needed for anxiety
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH TWICE A DAY AS NEEDED FOR MUSCLE SPASMS,also known as valium 1 tablet by mouth twice a day as needed for muscle spasms,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,2,,1,,day,,,,,,,,39,50,twice a day,twice daily,,,,,,,,,,,1,muscle spasm,51,78,as needed for muscle spasms
(ALSO KNOWN AS VALIUM) 1 TABLET BY MOUTH TWICE A DAY AS NEEDED FOR VERTIGO,also known as valium 1 tablet by mouth twice a day as needed for vertigo,,,,,1,,tablet,20,29, 1 tablet,,,,,,,by mouth,30,38,by mouth,2,,1,,day,,,,,,,,39,50,twice a day,twice daily,,,,,,,,,,,1,vertigo,51,72,as needed for vertigo
(ALSO KNOWN AS VALIUM) 1-2 TABLETS BY MOUTH ONE TIME ONLY,also known as valium 1-2 tablets by mouth one time only,,,,,1,2,tablet,20,32, 1-2 tablets,,,,,,,by mouth,33,41,by mouth,,,,,,,,,,,,1,42,55,one time only,once,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALIUM) 1-2 TABLETS BY MOUTH ONE TIME ONLY FOR 1 DAY,also known as valium 1-2 tablets by mouth one time only for 1 day,,,,,1,2,tablet,20,32, 1-2 tablets,,,,,,,by mouth,33,41,by mouth,,,,,,,,,,,,1,42,55,one time only,once,,,,,1,,day,56,65,1 day,,,,,
(ALSO KNOWN AS VALIUM) 2 TABLETS BY MOUTH EVERY EVENING AT BEDTIME,also known as valium 2 tablets by mouth every evening at bedtime,,,,,2,,tablet,20,30, 2 tablets,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,64,every evening at bedtime,daily,in the evening at bedtime,40,64,every evening at bedtime,,,,,,,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH DAILY,also known as valtrex 1 tablet by mouth daily,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH DAILY AS NEEDED,also known as valtrex 1 tablet by mouth daily as needed,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,1,,46,55,as needed
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH DAILY FOR 10 DAYS,also known as valtrex 1 tablet by mouth daily for 10 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,10,,day,46,56,10 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH DAILY FOR 14 DAYS,also known as valtrex 1 tablet by mouth daily for 14 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,14,,day,46,56,14 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH DAILY FOR 30 DAY(S),also known as valtrex 1 tablet by mouth daily for 30 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,30,,day,46,56,30 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH DAILY FOR 5 DAYS,also known as valtrex 1 tablet by mouth daily for 5 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,5,,day,46,55,5 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH DAILY FOR 7 DAYS,also known as valtrex 1 tablet by mouth daily for 7 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,7,,day,46,55,7 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH DAILY FOR 90 DAY(S),also known as valtrex 1 tablet by mouth daily for 90 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,90,,day,46,56,90 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH EVERY 12 HOURS,also known as valtrex 1 tablet by mouth every 12 hours,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,12,,hour,,,,,,,,40,53,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH EVERY 12 HOURS FOR 10 DAYS,also known as valtrex 1 tablet by mouth every 12 hours for 10 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,12,,hour,,,,,,,,40,53,every 12 hour,every 12 hours,,,,,10,,day,55,65,10 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH EVERY 12 HOURS FOR 14 DAYS,also known as valtrex 1 tablet by mouth every 12 hours for 14 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,12,,hour,,,,,,,,40,53,every 12 hour,every 12 hours,,,,,14,,day,55,65,14 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH EVERY 12 HOURS FOR 3 DAYS,also known as valtrex 1 tablet by mouth every 12 hours for 3 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,12,,hour,,,,,,,,40,53,every 12 hour,every 12 hours,,,,,3,,day,55,64,3 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH EVERY 12 HOURS FOR 5 DAYS,also known as valtrex 1 tablet by mouth every 12 hours for 5 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,12,,hour,,,,,,,,40,53,every 12 hour,every 12 hours,,,,,5,,day,55,64,5 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH EVERY 12 HOURS FOR 7 DAYS,also known as valtrex 1 tablet by mouth every 12 hours for 7 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,12,,hour,,,,,,,,40,53,every 12 hour,every 12 hours,,,,,7,,day,55,64,7 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH EVERY 8 HOURS,also known as valtrex 1 tablet by mouth every 8 hours,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,8,,hour,,,,,,,,40,52,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH EVERY 8 HOURS FOR 7 DAYS,also known as valtrex 1 tablet by mouth every 8 hours for 7 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,8,,hour,,,,,,,,40,52,every 8 hour,every 8 hours,,,,,7,,day,54,63,7 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH THREE TIMES A DAY,also known as valtrex 1 tablet by mouth three times a day,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,3,,1,,day,,,,,,,,40,57,three times a day,3 times per day,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH THREE TIMES A DAY FOR 10 DAYS,also known as valtrex 1 tablet by mouth three times a day for 10 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,3,,1,,day,,,,,,,,40,57,three times a day,3 times per day,,,,,10,,day,58,68,10 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH THREE TIMES A DAY FOR 14 DAYS,also known as valtrex 1 tablet by mouth three times a day for 14 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,3,,1,,day,,,,,,,,40,57,three times a day,3 times per day,,,,,14,,day,58,68,14 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH THREE TIMES A DAY FOR 5 DAYS,also known as valtrex 1 tablet by mouth three times a day for 5 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,3,,1,,day,,,,,,,,40,57,three times a day,3 times per day,,,,,5,,day,58,67,5 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH THREE TIMES A DAY FOR 7 DAY(S),also known as valtrex 1 tablet by mouth three times a day for 7 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,3,,1,,day,,,,,,,,40,57,three times a day,3 times per day,,,,,7,,day,58,67,7 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH THREE TIMES A DAY FOR 7 DAYS,also known as valtrex 1 tablet by mouth three times a day for 7 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,3,,1,,day,,,,,,,,40,57,three times a day,3 times per day,,,,,7,,day,58,67,7 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH TWICE A DAY,also known as valtrex 1 tablet by mouth twice a day,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH TWICE A DAY AS NEEDED,also known as valtrex 1 tablet by mouth twice a day as needed,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,,,,,,,1,,52,61,as needed
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH TWICE A DAY FOR 10 DAYS,also known as valtrex 1 tablet by mouth twice a day for 10 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,10,,day,52,62,10 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH TWICE A DAY FOR 14 DAYS,also known as valtrex 1 tablet by mouth twice a day for 14 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,14,,day,52,62,14 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH TWICE A DAY FOR 3 DAYS,also known as valtrex 1 tablet by mouth twice a day for 3 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,3,,day,52,61,3 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH TWICE A DAY FOR 3 DAYS AS NEEDED,also known as valtrex 1 tablet by mouth twice a day for 3 days as needed,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,3,,day,52,61,3 day,1,,63,72,as needed
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH TWICE A DAY FOR 30 DAY(S),also known as valtrex 1 tablet by mouth twice a day for 30 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,30,,day,52,62,30 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH TWICE A DAY FOR 5 DAYS,also known as valtrex 1 tablet by mouth twice a day for 5 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,5,,day,52,61,5 day,,,,,
(ALSO KNOWN AS VALTREX) 1 TABLET BY MOUTH TWICE A DAY FOR 7 DAYS,also known as valtrex 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,7,,day,52,61,7 day,,,,,
(ALSO KNOWN AS VALTREX) 2 TABLETS BY MOUTH EVERY 12 HOURS,also known as valtrex 2 tablets by mouth every 12 hours,,,,,2,,tablet,21,31, 2 tablets,,,,,,,by mouth,32,40,by mouth,1,,12,,hour,,,,,,,,41,54,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALTREX) 2 TABLETS BY MOUTH EVERY 12 HOURS FOR 1 DAY,also known as valtrex 2 tablets by mouth every 12 hours for 1 day,,,,,2,,tablet,21,31, 2 tablets,,,,,,,by mouth,32,40,by mouth,1,,12,,hour,,,,,,,,41,54,every 12 hour,every 12 hours,,,,,1,,day,56,65,1 day,,,,,
(ALSO KNOWN AS VALTREX) 2 TABLETS BY MOUTH THREE TIMES A DAY,also known as valtrex 2 tablets by mouth three times a day,,,,,2,,tablet,21,31, 2 tablets,,,,,,,by mouth,32,40,by mouth,3,,1,,day,,,,,,,,41,58,three times a day,3 times per day,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALTREX) 2 TABLETS BY MOUTH THREE TIMES A DAY FOR 7 DAYS,also known as valtrex 2 tablets by mouth three times a day for 7 days,,,,,2,,tablet,21,31, 2 tablets,,,,,,,by mouth,32,40,by mouth,3,,1,,day,,,,,,,,41,58,three times a day,3 times per day,,,,,7,,day,59,68,7 day,,,,,
(ALSO KNOWN AS VALTREX) 2 TABLETS BY MOUTH TWICE A DAY,also known as valtrex 2 tablets by mouth twice a day,,,,,2,,tablet,21,31, 2 tablets,,,,,,,by mouth,32,40,by mouth,2,,1,,day,,,,,,,,41,52,twice a day,twice daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VALTREX) 2 TABLETS BY MOUTH TWICE A DAY FOR 1 DAY,also known as valtrex 2 tablets by mouth twice a day for 1 day,,,,,2,,tablet,21,31, 2 tablets,,,,,,,by mouth,32,40,by mouth,2,,1,,day,,,,,,,,41,52,twice a day,twice daily,,,,,1,,day,53,62,1 day,,,,,
(ALSO KNOWN AS VALTREX) 2 TABLETS BY MOUTH TWICE A DAY FOR 1 DAY(S),also known as valtrex 2 tablets by mouth twice a day for 1 days,,,,,2,,tablet,21,31, 2 tablets,,,,,,,by mouth,32,40,by mouth,2,,1,,day,,,,,,,,41,52,twice a day,twice daily,,,,,1,,day,53,62,1 day,,,,,
(ALSO KNOWN AS VANCOCIN) 1 CAPSULE BY MOUTH EVERY 6 HOURS FOR 10 DAYS,also known as vancocin 1 capsule by mouth every 6 hours for 10 days,,,,,1,,capsule,22,32, 1 capsule,,,,,,,by mouth,33,41,by mouth,1,,6,,hour,,,,,,,,42,54,every 6 hour,every 6 hours,,,,,10,,day,56,66,10 day,,,,,
(ALSO KNOWN AS VANCOCIN) 1 CAPSULE BY MOUTH EVERY 6 HOURS FOR 14 DAYS,also known as vancocin 1 capsule by mouth every 6 hours for 14 days,,,,,1,,capsule,22,32, 1 capsule,,,,,,,by mouth,33,41,by mouth,1,,6,,hour,,,,,,,,42,54,every 6 hour,every 6 hours,,,,,14,,day,56,66,14 day,,,,,
(ALSO KNOWN AS VANCOCIN) 1 CAPSULE BY MOUTH FOUR TIMES A DAY FOR 10 DAYS,also known as vancocin 1 capsule by mouth four times a day for 10 days,,,,,1,,capsule,22,32, 1 capsule,,,,,,,by mouth,33,41,by mouth,4,,1,,day,,,,,,,,42,58,four times a day,4 times per day,,,,,10,,day,59,69,10 day,,,,,
(ALSO KNOWN AS VANCOCIN) 1 CAPSULE BY MOUTH FOUR TIMES A DAY FOR 14 DAYS,also known as vancocin 1 capsule by mouth four times a day for 14 days,,,,,1,,capsule,22,32, 1 capsule,,,,,,,by mouth,33,41,by mouth,4,,1,,day,,,,,,,,42,58,four times a day,4 times per day,,,,,14,,day,59,69,14 day,,,,,
(ALSO KNOWN AS VASERETIC) 1 TABLET BY MOUTH DAILY,also known as vaseretic 1 tablet by mouth daily,,,,,1,,tablet,23,32, 1 tablet,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,47,daily,daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VASOTEC) 0.5 TABLET BY MOUTH DAILY,also known as vasotec 0.5 tablet by mouth daily,,,,,0.5,,tablet,21,32, 0.5 tablet,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,47,daily,daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VASOTEC) 0.5 TABLET BY MOUTH TWICE A DAY,also known as vasotec 0.5 tablet by mouth twice a day,,,,,0.5,,tablet,21,32, 0.5 tablet,,,,,,,by mouth,33,41,by mouth,2,,1,,day,,,,,,,,42,53,twice a day,twice daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VASOTEC) 1 TABLET BY MOUTH DAILY,also known as vasotec 1 tablet by mouth daily,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VASOTEC) 1 TABLET BY MOUTH EVERY 12 HOURS,also known as vasotec 1 tablet by mouth every 12 hours,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,12,,hour,,,,,,,,40,53,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
(ALSO KNOWN AS VASOTEC) 1 TABLET BY MOUTH EVERY MORNING,also known as vasotec 1 tablet by mouth every morning,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,53,every morning,daily,in the morning,40,53,every morning,,,,,,,,,,,
(ALSO KNOWN AS VASOTEC) 1 TABLET BY MOUTH TWICE A DAY,also known as vasotec 1 tablet by mouth twice a day,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VASOTEC) 2 TABLETS BY MOUTH DAILY,also known as vasotec 2 tablets by mouth daily,,,,,2,,tablet,21,31, 2 tablets,,,,,,,by mouth,32,40,by mouth,1,,1,,day,,,,,,,,41,46,daily,daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VERELAN PM) 1 CAPSULE BY MOUTH DAILY,also known as verelan pm 1 capsule by mouth daily,,,,,1,,capsule,24,34, 1 capsule,,,,,,,by mouth,35,43,by mouth,1,,1,,day,,,,,,,,44,49,daily,daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VERELAN) 1 CAPSULE BY MOUTH DAILY,also known as verelan 1 capsule by mouth daily,,,,,1,,capsule,21,31, 1 capsule,,,,,,,by mouth,32,40,by mouth,1,,1,,day,,,,,,,,41,46,daily,daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VERELAN) 1 CAPSULE BY MOUTH EVERY EVENING AT BEDTIME,also known as verelan 1 capsule by mouth every evening at bedtime,,,,,1,,capsule,21,31, 1 capsule,,,,,,,by mouth,32,40,by mouth,1,,1,,day,,,,,,,,41,65,every evening at bedtime,daily,in the evening at bedtime,41,65,every evening at bedtime,,,,,,,,,,,
(ALSO KNOWN AS VERELAN) 1 CAPSULE BY MOUTH TWICE A DAY,also known as verelan 1 capsule by mouth twice a day,,,,,1,,capsule,21,31, 1 capsule,,,,,,,by mouth,32,40,by mouth,2,,1,,day,,,,,,,,41,52,twice a day,twice daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VERELAN) 1 TABLET BY MOUTH DAILY,also known as verelan 1 tablet by mouth daily,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,,,,,
(ALSO KNOWN AS VFEND) 1 TABLET BY MOUTH EVERY 12 HOURS,also known as vfend 1 tablet by mouth every 12 hours,,,,,1,,tablet,19,28, 1 tablet,,,,,,,by mouth,29,37,by mouth,1,,12,,hour,,,,,,,,38,51,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
(ALSO KNOWN AS VFEND) 1 TABLET BY MOUTH TWICE A DAY,also known as vfend 1 tablet by mouth twice a day,,,,,1,,tablet,19,28, 1 tablet,,,,,,,by mouth,29,37,by mouth,2,,1,,day,,,,,,,,38,49,twice a day,twice daily,,,,,,,,,,,,,,,
