original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
TAKE 1 TABLET EVERY 12     HOURS,take 1 tablet every 12 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,12,,hour,,,,,,,,14,27,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 1 TABLET EVERY 12 HOURS,take 1 tablet every 12 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,12,,hour,,,,,,,,14,27,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 1 TABLET EVERY 4 HOURS AS NEEDED FOR PAIN,take 1 tablet every 4 hours as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,4,,hour,,,,,,,,14,26,every 4 hour,every 4 hours,,,,,,,,,,,1,pain,28,46,as needed for pain
TAKE 1 TABLET EVERY 6 HOURS AS NEEDED,take 1 tablet every 6 hours as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,6,,hour,,,,,,,,14,26,every 6 hour,every 6 hours,,,,,,,,,,,1,,28,37,as needed
TAKE 1 TABLET EVERY 6 HOURS AS NEEDED FOR PAIN,take 1 tablet every 6 hours as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,6,,hour,,,,,,,,14,26,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,28,46,as needed for pain
TAKE 1 TABLET EVERY 8 HOURS,take 1 tablet every 8 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,8,,hour,,,,,,,,14,26,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
TAKE 1 TABLET EVERY 8 HOURS AS NEEDED,take 1 tablet every 8 hours as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,8,,hour,,,,,,,,14,26,every 8 hour,every 8 hours,,,,,,,,,,,1,,28,37,as needed
TAKE 1 TABLET EVERY 8 HOURS AS NEEDED FOR PAIN,take 1 tablet every 8 hours as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,8,,hour,,,,,,,,14,26,every 8 hour,every 8 hours,,,,,,,,,,,1,pain,28,46,as needed for pain
TAKE 1 TABLET EVERY DAY,take 1 tablet every day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,23,every day,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET EVERY DAY AS NEEDED,take 1 tablet every day as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,23,every day,daily,,,,,,,,,,,1,,24,33,as needed
TAKE 1 TABLET EVERY EVENING,take 1 tablet every evening,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,27,every evening,daily,in the evening,14,27,every evening,,,,,,,,,,,
TAKE 1 TABLET EVERY EVENING AT BEDTIME,take 1 tablet every evening at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,38,every evening at bedtime,daily,in the evening at bedtime,14,38,every evening at bedtime,,,,,,,,,,,
TAKE 1 TABLET EVERY EVENINGAT BEDTIME,take 1 tablet every eveningat bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,27,every evening,daily,in the evening,14,27,every evening,,,,,,,,,,,
TAKE 1 TABLET EVERY MORNING,take 1 tablet every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,27,every morning,daily,in the morning,14,27,every morning,,,,,,,,,,,
TAKE 1 TABLET EVERY NIGHT,take 1 tablet every night,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,25,every night,daily,at night,14,25,every night,,,,,,,,,,,
TAKE 1 TABLET EVERY NIGHT AT BEDTIME,take 1 tablet every night at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,25,every night,daily,at night,14,25,every night,,,,,,,,,,,
TAKE 1 TABLET EVERY OTHER DAY,take 1 tablet every other day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,2,,day,,,,,,,,14,29,every other day,every 2 days,,,,,,,,,,,,,,,
TAKE 1 TABLET FOUR TIMES A DAY,take 1 tablet four times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,4,,1,,day,,,,,,,,14,30,four times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET IN THE EVENING,take 1 tablet in the evening,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,28,in the evening,daily,in the evening,14,28,in the evening,,,,,,,,,,,
TAKE 1 TABLET IN THE MORNING,take 1 tablet in the morning,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,28,in the morning,daily,in the morning,14,28,in the morning,,,,,,,,,,,
TAKE 1 TABLET NIGHTLY,take 1 tablet nightly,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,21,nightly,daily,at night,14,21,nightly,,,,,,,,,,,
TAKE 1 TABLET ONCE A DAY,take 1 tablet once a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,24,once a day,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET ONCE DAILY,take 1 tablet once daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,1,,day,,,,,,,,14,24,once daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET THREE TIMES A DAY,take 1 tablet three times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,3,,1,,day,,,,,,,,14,31,three times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET THREE TIMES A DAY AS NEEDED,take 1 tablet three times a day as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,3,,1,,day,,,,,,,,14,31,three times a day,3 times per day,,,,,,,,,,,1,,32,41,as needed
TAKE 1 TABLET THREE TIMES A WEEK,take 1 tablet three times a week,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,3,,1,,week,,,,,,,,14,32,three times a week,3 times per week,,,,,,,,,,,,,,,
TAKE 1 TABLET THREE TIMES DAILY,take 1 tablet three times daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,3,,1,,day,,,,,,,,14,31,three times daily,3 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET THREE TIMES DAILY AS NEEDED,take 1 tablet three times daily as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,3,,1,,day,,,,,,,,14,31,three times daily,3 times per day,,,,,,,,,,,1,,32,41,as needed
TAKE 1 TABLET TWICE A DAY,take 1 tablet twice a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,25,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET TWICE A DAY  WITH MEALS,take 1 tablet twice a day with meals,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,25,twice a day,twice daily,with meal,26,36,with meals,,,,,,,,,,,
TAKE 1 TABLET TWICE A DAY AS NEEDED,take 1 tablet twice a day as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,25,twice a day,twice daily,,,,,,,,,,,1,,26,35,as needed
TAKE 1 TABLET TWICE A DAY BEFORE MEALS,take 1 tablet twice a day before meals,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,25,twice a day,twice daily,before meal,26,38,before meals,,,,,,,,,,,
TAKE 1 TABLET TWICE A DAY WITH MEALS,take 1 tablet twice a day with meals,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,25,twice a day,twice daily,with meal,26,36,with meals,,,,,,,,,,,
TAKE 1 TABLET TWICE DAILY,take 1 tablet twice daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,25,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET TWICE DAILY AS NEEDED,take 1 tablet twice daily as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,25,twice daily,twice daily,,,,,,,,,,,1,,26,35,as needed
TAKE 1 TABLET TWICE DAILY WITH MEALS,take 1 tablet twice daily with meals,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,25,twice daily,twice daily,with meal,26,36,with meals,,,,,,,,,,,
TAKE 1 TABLET TWO TIMES A DAY,take 1 tablet two times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,2,,1,,day,,,,,,,,14,29,two times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET UP TO EVERY 8 HOURS AS NEEDED FOR MUSCLE SPASM,take 1 tablet up to every 8 hours as needed for muscle spasm,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,7,13,tablet,1,,8,,hour,,,,,,,,20,32,every 8 hour,every 8 hours,,,,,,,,,,,1,muscle spasm,34,60,as needed for muscle spasm
TAKE 1 TO 2 TABLETS AT BEDTIME AS NEEDED,take 1 to 2 tablets at bedtime as needed,take,0,4,take,1,2,tablet,4,19, 1 to 2 tablets,,,,,,,by mouth,12,19,tablets,1,,1,,day,,,,,,,,20,30,at bedtime,daily,at bedtime,20,30,at bedtime,,,,,,,1,,31,40,as needed
TAKE 1 TO 2 TABLETS EVERY 6 HOURS AS NEEDED,take 1 to 2 tablets every 6 hours as needed,take,0,4,take,1,2,tablet,4,19, 1 to 2 tablets,,,,,,,by mouth,12,19,tablets,1,,6,,hour,,,,,,,,20,32,every 6 hour,every 6 hours,,,,,,,,,,,1,,34,43,as needed
TAKE 1 TO 2 TABLETS EVERY 6 HOURS AS NEEDED FOR PAIN,take 1 to 2 tablets every 6 hours as needed for pain,take,0,4,take,1,2,tablet,4,19, 1 to 2 tablets,,,,,,,by mouth,12,19,tablets,1,,6,,hour,,,,,,,,20,32,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,34,52,as needed for pain
TAKE 1-2 TABLETS EVERY 6 HOURS AS NEEDED,take 1-2 tablets every 6 hours as needed,take,0,4,take,1,2,tablet,4,16, 1-2 tablets,,,,,,,by mouth,9,16,tablets,1,,6,,hour,,,,,,,,17,29,every 6 hour,every 6 hours,,,,,,,,,,,1,,31,40,as needed
TAKE 1-2 TABLETS EVERY 6 HOURS AS NEEDED FOR PAIN,take 1-2 tablets every 6 hours as needed for pain,take,0,4,take,1,2,tablet,4,16, 1-2 tablets,,,,,,,by mouth,9,16,tablets,1,,6,,hour,,,,,,,,17,29,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,31,49,as needed for pain
TAKE 1.5 TABS DAILY,take 1.5 tabs daily,take,0,4,take,1.5,,tablet,4,13, 1.5 tabs,,,,,,,by mouth,9,13,tabs,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
TAKE 1/2 TAB DAILY,take 1/2 tab daily,take,0,4,take,0.5,,tablet,4,12, 1/2 tab,,,,,,,by mouth,9,12,tab,1,,1,,day,,,,,,,,13,18,daily,daily,,,,,,,,,,,,,,,
TAKE 1/2 TABLET AT BEDTIME,take 1/2 tablet at bedtime,take,0,4,take,0.5,,tablet,4,15, 1/2 tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,26,at bedtime,daily,at bedtime,16,26,at bedtime,,,,,,,,,,,
TAKE 1/2 TABLET DAILY,take 1/2 tablet daily,take,0,4,take,0.5,,tablet,4,15, 1/2 tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
TAKE 1/2 TABLET EVERY DAY,take 1/2 tablet every day,take,0,4,take,0.5,,tablet,4,15, 1/2 tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,25,every day,daily,,,,,,,,,,,,,,,
TAKE 1/2 TABLET ONCE DAILY,take 1/2 tablet once daily,take,0,4,take,0.5,,tablet,4,15, 1/2 tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,26,once daily,daily,,,,,,,,,,,,,,,
TAKE 1/2 TABLET TWICE A DAY,take 1/2 tablet twice a day,take,0,4,take,0.5,,tablet,4,15, 1/2 tablet,,,,,,,by mouth,9,15,tablet,2,,1,,day,,,,,,,,16,27,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 1/2 TABLET TWICE DAILY,take 1/2 tablet twice daily,take,0,4,take,0.5,,tablet,4,15, 1/2 tablet,,,,,,,by mouth,9,15,tablet,2,,1,,day,,,,,,,,16,27,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 2 CAPSULES AT BEDTIME,take 2 capsules at bedtime,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,7,15,capsules,1,,1,,day,,,,,,,,16,26,at bedtime,daily,at bedtime,16,26,at bedtime,,,,,,,,,,,
TAKE 2 CAPSULES DAILY,take 2 capsules daily,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,7,15,capsules,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
TAKE 2 CAPSULES EVERY DAY,take 2 capsules every day,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,7,15,capsules,1,,1,,day,,,,,,,,16,25,every day,daily,,,,,,,,,,,,,,,
TAKE 2 CAPSULES ONCE DAILY,take 2 capsules once daily,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,7,15,capsules,1,,1,,day,,,,,,,,16,26,once daily,daily,,,,,,,,,,,,,,,
TAKE 2 CAPSULES TWICE A DAY,take 2 capsules twice a day,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,7,15,capsules,2,,1,,day,,,,,,,,16,27,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 2 CAPSULES TWICE DAILY,take 2 capsules twice daily,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,7,15,capsules,2,,1,,day,,,,,,,,16,27,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 2 PUFFS BY MOUTH DAILY,take 2 puffs by mouth daily,take,0,4,take,2,,puff,4,11, 2 puff,,,,,,,via inhalation,7,12,puffs,1,,1,,day,,,,,,,,22,27,daily,daily,,,,,,,,,,,,,,,
TAKE 2 TABLETS 3 TIMES DAILY,take 2 tablets 3 times daily,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,3,,1,,day,,,,,,,,15,28,3 times daily,3 times per day,,,,,,,,,,,,,,,
TAKE 2 TABLETS AT BEDTIME,take 2 tablets at bedtime,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,25,at bedtime,daily,at bedtime,15,25,at bedtime,,,,,,,,,,,
TAKE 2 TABLETS DAILY,take 2 tablets daily,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
TAKE 2 TABLETS DAILY FOR 3 DAYS,take 2 tablets daily for 3 days,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,3,,day,21,30,3 day,,,,,
TAKE 2 TABLETS DAILY FOR 5 DAYS,take 2 tablets daily for 5 days,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,5,,day,21,30,5 day,,,,,
TAKE 2 TABLETS EVERY DAY,take 2 tablets every day,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,24,every day,daily,,,,,,,,,,,,,,,
TAKE 2 TABLETS EVERY MORNING,take 2 tablets every morning,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,28,every morning,daily,in the morning,15,28,every morning,,,,,,,,,,,
TAKE 2 TABLETS ONCE A DAY,take 2 tablets once a day,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,25,once a day,daily,,,,,,,,,,,,,,,
TAKE 2 TABLETS ONCE DAILY,take 2 tablets once daily,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,25,once daily,daily,,,,,,,,,,,,,,,
TAKE 2 TABLETS TWICE A DAY,take 2 tablets twice a day,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,2,,1,,day,,,,,,,,15,26,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 2 TABLETS TWICE A DAY WITH MEALS,take 2 tablets twice a day with meals,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,2,,1,,day,,,,,,,,15,26,twice a day,twice daily,with meal,27,37,with meals,,,,,,,,,,,
TAKE 2 TABLETS TWICE DAILY,take 2 tablets twice daily,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,7,14,tablets,2,,1,,day,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 2 TABS DAILY,take 2 tabs daily,take,0,4,take,2,,tablet,4,11, 2 tabs,,,,,,,by mouth,7,11,tabs,1,,1,,day,,,,,,,,12,17,daily,daily,,,,,,,,,,,,,,,
TAKE 2 TABS TWICE DAILY,take 2 tabs twice daily,take,0,4,take,2,,tablet,4,11, 2 tabs,,,,,,,by mouth,7,11,tabs,2,,1,,day,,,,,,,,12,23,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 3 CAPSULES DAILY,take 3 capsules daily,take,0,4,take,3,,capsule,4,15, 3 capsules,,,,,,,by mouth,7,15,capsules,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
TAKE 3 TABLETS AT BEDTIME,take 3 tablets at bedtime,take,0,4,take,3,,tablet,4,14, 3 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,25,at bedtime,daily,at bedtime,15,25,at bedtime,,,,,,,,,,,
TAKE 3 TABLETS DAILY,take 3 tablets daily,take,0,4,take,3,,tablet,4,14, 3 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
TAKE 4 CAPSULES DAILY,take 4 capsules daily,take,0,4,take,4,,capsule,4,15, 4 capsules,,,,,,,by mouth,7,15,capsules,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
TAKE 4 TABLETS AT BEDTIME,take 4 tablets at bedtime,take,0,4,take,4,,tablet,4,14, 4 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,25,at bedtime,daily,at bedtime,15,25,at bedtime,,,,,,,,,,,
TAKE 4 TABLETS DAILY,take 4 tablets daily,take,0,4,take,4,,tablet,4,14, 4 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
TAKE 4 TABS DAILY,take 4 tabs daily,take,0,4,take,4,,tablet,4,11, 4 tabs,,,,,,,by mouth,7,11,tabs,1,,1,,day,,,,,,,,12,17,daily,daily,,,,,,,,,,,,,,,
TAKE 5 TABLETS DAILY,take 5 tablets daily,take,0,4,take,5,,tablet,4,14, 5 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
TAKE 6 TABLETS EVERY WEEK,take 6 tablets every week,take,0,4,take,6,,tablet,4,14, 6 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,week,,,,,,,,15,25,every week,every week,,,,,,,,,,,,,,,
TAKE 8 TABLETS EVERY WEEK,take 8 tablets every week,take,0,4,take,8,,tablet,4,14, 8 tablets,,,,,,,by mouth,7,14,tablets,1,,1,,week,,,,,,,,15,25,every week,every week,,,,,,,,,,,,,,,
TAKE ONE (1) TABLET DAILY,take one 1 tablet daily,take,0,4,take,1,,tablet,8,17, 1 tablet,,,,,,,by mouth,11,17,tablet,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
TAKE ONE AND ONE-HALF TABLETS DAILY,take one and one-half tablets daily,take,0,4,take,1.5,,tablet,4,29, one and one-half tablets,,,,,,,by mouth,22,29,tablets,1,,1,,day,,,,,,,,30,35,daily,daily,,,,,,,,,,,,,,,
TAKE ONE CAPSULE AT BEDTIME,take one capsule at bedtime,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,9,16,capsule,1,,1,,day,,,,,,,,17,27,at bedtime,daily,at bedtime,17,27,at bedtime,,,,,,,,,,,
TAKE ONE CAPSULE DAILY,take one capsule daily,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,9,16,capsule,1,,1,,day,,,,,,,,17,22,daily,daily,,,,,,,,,,,,,,,
TAKE ONE CAPSULE EVERY DAY,take one capsule every day,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,9,16,capsule,1,,1,,day,,,,,,,,17,26,every day,daily,,,,,,,,,,,,,,,
TAKE ONE CAPSULE EVERY MORNING,take one capsule every morning,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,9,16,capsule,1,,1,,day,,,,,,,,17,30,every morning,daily,in the morning,17,30,every morning,,,,,,,,,,,
TAKE ONE CAPSULE EVERY MORNING.                   *,take one capsule every morning,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,9,16,capsule,1,,1,,day,,,,,,,,17,30,every morning,daily,in the morning,17,30,every morning,,,,,,,,,,,
TAKE ONE CAPSULE ONCE DAILY,take one capsule once daily,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,9,16,capsule,1,,1,,day,,,,,,,,17,27,once daily,daily,,,,,,,,,,,,,,,
TAKE ONE CAPSULE TWICE A DAY,take one capsule twice a day,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,9,16,capsule,2,,1,,day,,,,,,,,17,28,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE ONE CAPSULE TWICE DAILY,take one capsule twice daily,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,9,16,capsule,2,,1,,day,,,,,,,,17,28,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE ONE CAPSULE WEEKLY,take one capsule weekly,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,9,16,capsule,1,,1,,week,,,,,,,,17,23,weekly,every week,,,,,,,,,,,,,,,
TAKE ONE TAB DAILY,take one tab daily,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,by mouth,9,12,tab,1,,1,,day,,,,,,,,13,18,daily,daily,,,,,,,,,,,,,,,
TAKE ONE TABLET 3 TIMES DAILY,take one tablet 3 times daily,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,3,,1,,day,,,,,,,,16,29,3 times daily,3 times per day,,,,,,,,,,,,,,,
TAKE ONE TABLET AS NEEDED,take one tablet as needed,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,16,25,as needed
TAKE ONE TABLET AT BEDTIME,take one tablet at bedtime,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,26,at bedtime,daily,at bedtime,16,26,at bedtime,,,,,,,,,,,
TAKE ONE TABLET AT BEDTIME AS NEEDED,take one tablet at bedtime as needed,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,26,at bedtime,daily,at bedtime,16,26,at bedtime,,,,,,,1,,27,36,as needed
TAKE ONE TABLET DAILY,take one tablet daily,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
TAKE ONE TABLET DAILY AT BEDTIME,take one tablet daily at bedtime,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,21,daily,daily,at bedtime,22,32,at bedtime,,,,,,,,,,,
TAKE ONE TABLET DAILY IN THE EVENING,take one tablet daily in the evening,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,21,daily,daily,in the evening,22,36,in the evening,,,,,,,,,,,
TAKE ONE TABLET DAILY IN THE MORNING,take one tablet daily in the morning,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,21,daily,daily,in the morning,22,36,in the morning,,,,,,,,,,,
TAKE ONE TABLET EVERY 12 HOURS,take one tablet every 12 hours,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,12,,hour,,,,,,,,16,29,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE ONE TABLET EVERY 4 HOURS AS NEEDED FOR PAIN,take one tablet every 4 hours as needed for pain,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,4,,hour,,,,,,,,16,28,every 4 hour,every 4 hours,,,,,,,,,,,1,pain,30,48,as needed for pain
TAKE ONE TABLET EVERY 6 HOURS AS NEEDED FOR PAIN,take one tablet every 6 hours as needed for pain,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,6,,hour,,,,,,,,16,28,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,30,48,as needed for pain
TAKE ONE TABLET EVERY DAY,take one tablet every day,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,9,15,tablet,1,,1,,day,,,,,,,,16,25,every day,daily,,,,,,,,,,,,,,,
