original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
Take 1 capsule one hour after breakfast,take 1 capsule one hour after breakfast,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,after breakfast,24,39,after breakfast,,,,,,,,,,,
Take 1 capsule twice daily for 7 days,take 1 capsule twice daily for 7 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,2,,1,,day,,,,,,,,15,26,twice daily,twice daily,,,,,7,,day,27,36,7 day,,,,,
TAKE 1 capsule(s) by oral route 4 times a day,take 1 capsules by oral route 4 times a day,take,0,4,take,1,,capsule,4,15, 1 capsules,,,,,,,by mouth,19,23,oral,4,,1,,day,,,,,,,,30,43,4 times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 capsule(s) by oral route every 8 hours,take 1 capsules by oral route every 8 hours,take,0,4,take,1,,capsule,4,15, 1 capsules,,,,,,,by mouth,19,23,oral,1,,8,,hour,,,,,,,,30,42,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
TAKE 1 capsule(s) by oral route every week,take 1 capsules by oral route every week,take,0,4,take,1,,capsule,4,15, 1 capsules,,,,,,,by mouth,19,23,oral,1,,1,,week,,,,,,,,30,40,every week,every week,,,,,,,,,,,,,,,
Take 1 every morning with food.,take 1 every morning with food,take,0,4,take,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,7,20,every morning,daily,in the morning,7,20,every morning,,,,,,,,,,,
TAKE 1 lozenge(s) by mucous route every 3-4 hours,take 1 lozenges by mucous route every 3-4 hours,take,0,4,take,1,,lozenge,4,14, 1 lozenge,,,,,,,,,,,1,,3,4,hour,,,,,,,,32,46,every 3-4 hour,every 3-4 hours,,,,,,,,,,,,,,,
TAKE 1 lozenge(s) by oral route 5 times a day,take 1 lozenges by oral route 5 times a day,take,0,4,take,1,,lozenge,4,14, 1 lozenge,,,,,,,by mouth,19,23,oral,5,,1,,day,,,,,,,,30,43,5 times a day,5 times per day,,,,,,,,,,,,,,,
TAKE 1 lozenge(s) by oral route every 2 hours,take 1 lozenges by oral route every 2 hours,take,0,4,take,1,,lozenge,4,14, 1 lozenge,,,,,,,by mouth,19,23,oral,1,,2,,hour,,,,,,,,30,42,every 2 hour,every 2 hours,,,,,,,,,,,,,,,
TAKE 1 lozenge(s) by oral route every hour,take 1 lozenges by oral route every hour,take,0,4,take,1,,lozenge,4,14, 1 lozenge,,,,,,,by mouth,19,23,oral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take 1 tablespoon mixed in water by oral route every day.,take 1 tablespoon mixed in water by oral route every day,take,0,4,take,1,,tablet,4,10, 1 tab,1,,tablespoon,4,17, 1 tablespoon,by mouth,36,40,oral,1,,1,,day,,,,,,,,47,56,every day,daily,,,,,,,,,,,,,,,
take 1 tablet (10MG)  by oral route  every day,take 1 tablet 10mg by oral route every day,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,18, 10mg,by mouth,22,26,oral,1,,1,,day,,,,,,,,33,42,every day,daily,,,,,,,,,,,,,,,
Take 1 tablet (25mg) by mouth every 12 hours.,take 1 tablet 25mg by mouth every 12 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,25,,mg,13,18, 25mg,by mouth,19,27,by mouth,1,,12,,hour,,,,,,,,28,41,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
take 1 tablet (325MG) by ORAL route  twice daily,take 1 tablet 325mg by oral route twice daily,take,0,4,take,1,,tablet,4,13, 1 tablet,325,,mg,13,19, 325mg,by mouth,23,27,oral,2,,1,,day,,,,,,,,34,45,twice daily,twice daily,,,,,,,,,,,,,,,
Take 1 tablet by mouth daily for 3 days for infection,take 1 tablet by mouth daily for 3 days for infection,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,3,,day,29,38,3 day,,,,,
Take 1 tablet by mouth daily for blood pressure,take 1 tablet by mouth daily for blood pressure,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH DAILY ON AN EMPTY STOMACH,take 1 tablet by mouth daily on an empty stomach,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
Take 1 tablet by mouth every 12 hours for infection,take 1 tablet by mouth every 12 hours for infection,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,12,,hour,,,,,,,,23,36,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 6 HOURS AS NEEDED FOR SINUS PRESSURE,take 1 tablet by mouth every 6 hours as needed for sinus pressure,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,sinus pressure,37,65,as needed for sinus pressure
TAKE 1 TABLET BY MOUTH EVERY DAY,take 1 tablet by mouth every day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY DAY FOR HIGH BLOOD PRESSURE.,take 1 tablet by mouth every day for high blood pressure,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
Take 1 tablet by mouth every day for iron supplement,take 1 tablet by mouth every day for iron supplement,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
Take 1 tablet by mouth immediately for yeast infection,take 1 tablet by mouth immediately for yeast infection,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take 1 tablet by mouth once daily,take 1 tablet by mouth once daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,once daily,daily,,,,,,,,,,,,,,,
Take 1 tablet by mouth once daily to reduce pain/inflammation,take 1 tablet by mouth once daily to reduce pain/inflammation,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,once daily,daily,,,,,,,,,,,,,,,
"Take 1 tablet by mouth once daily, preferably at bedtime, for blood pressure",take 1 tablet by mouth once daily preferably at bedtime for blood pressure,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,once daily,daily,at bedtime,45,55,at bedtime,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH THREE TIMES DAILY WITH FERROUS SULFATE,take 1 tablet by mouth three times daily with ferrous sulfate,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,40,three times daily,3 times per day,,,,,,,,,,,,,,,
Take 1 tablet by mouth twice daily for allergies/sinus congestion. Do not take near bedtime.,take 1 tablet by mouth twice daily for allergies/sinus congestion do not take near bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,23,34,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH UP TO TWICE DAILY AS NEEDED FOR SEVERE PAIN,take 1 tablet by mouth up to twice daily as needed for severe pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,29,40,twice daily,twice daily,,,,,,,,,,,1,severe pain,41,66,as needed for severe pain
take 1 tablet by oral route  every 12 hours,take 1 tablet by oral route every 12 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,12,,hour,,,,,,,,28,41,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
take 1 tablet by oral route  every 6 hours as needed for pain,take 1 tablet by oral route every 6 hours as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,6,,hour,,,,,,,,28,40,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,42,60,as needed for pain
take 1 tablet by oral route  every 8 hours as needed,take 1 tablet by oral route every 8 hours as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,8,,hour,,,,,,,,28,40,every 8 hour,every 8 hours,,,,,,,,,,,1,,42,51,as needed
take 1 tablet by oral route  every day for blood pressure and to protect your kidneys.,take 1 tablet by oral route every day for blood pressure and to protect your kidneys,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,1,,day,,,,,,,,28,37,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by oral route  every day for high blood pressure,take 1 tablet by oral route every day for high blood pressure,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,1,,day,,,,,,,,28,37,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by oral route  every day in the evening,take 1 tablet by oral route every day in the evening,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,1,,day,,,,,,,,28,52,every day in the evening,daily,in the evening,38,52,in the evening,,,,,,,,,,,
take 1 tablet by oral route  every day with breakfast,take 1 tablet by oral route every day with breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,1,,day,,,,,,,,28,37,every day,daily,with breakfast,38,52,with breakfast,,,,,,,,,,,
take 1 tablet by oral route  every in the evening before bed if needed for break through pain,take 1 tablet by oral route every in the evening before bed if needed for break through pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,1,,day,,,,,,,,34,48,in the evening,daily,in the evening,34,48,in the evening,,,,,,,,,,,
take 1 tablet by oral route 2 times every day with food,take 1 tablet by oral route 2 times every day with food,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,1,,day,,,,,,,,36,45,every day,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY ORAL ROUTE 2 TIMES EVERY DAY WITH MORNING AND EVENING MEALS,take 1 tablet by oral route 2 times every day with morning and evening meals,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,1,,day,,,,,,,,36,45,every day,daily,with morning,46,58,with morning,,,,,,,,,,,
take 1 tablet by oral route 3 times every day with food,take 1 tablet by oral route 3 times every day with food,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,1,,1,,day,,,,,,,,36,45,every day,daily,,,,,,,,,,,,,,,
Take 1 tablet by oral route once,take 1 tablet by oral route once,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
take 1 tablet by ORAL route twice daily,take 1 tablet by oral route twice daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,17,21,oral,2,,1,,day,,,,,,,,28,39,twice daily,twice daily,,,,,,,,,,,,,,,
Take 1 tablet daily,take 1 tablet daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
Take 1 tablet every 8 hours as needed for pain. Take with food.,take 1 tablet every 8 hours as needed for pain take with food,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,8,,hour,,,,,,,,14,26,every 8 hour,every 8 hours,,,,,,,,,,,1,pain,28,61,as needed for pain take with food
Take 1 tablet every day by oral route.,take 1 tablet every day by oral route,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,27,31,oral,1,,1,,day,,,,,,,,14,23,every day,daily,,,,,,,,,,,,,,,
Take 1 tablet mid-day if needed.,take 1 tablet mid-day if needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 tablet(s) by oral route ,take 1 tablets by oral route,take,0,4,take,1,,tablet,4,14, 1 tablets,,,,,,,by mouth,18,22,oral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKE 1 tablet(s) by oral route every 4-6 hours,ake 1 tablets by oral route every 4-6 hours,,,,,1,,tablet,3,13, 1 tablets,,,,,,,by mouth,17,21,oral,1,,4,6,hour,,,,,,,,28,42,every 4-6 hour,every 4-6 hours,,,,,,,,,,,,,,,
TAKE 1 tablet(s) by oral route every 8 hours,take 1 tablets by oral route every 8 hours,take,0,4,take,1,,tablet,4,14, 1 tablets,,,,,,,by mouth,18,22,oral,1,,8,,hour,,,,,,,,29,41,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
Take 1 tablet(s) twice a day by oral route.,take 1 tablets twice a day by oral route,take,0,4,take,1,,tablet,4,14, 1 tablets,,,,,,,by mouth,30,34,oral,2,,1,,day,,,,,,,,15,26,twice a day,twice daily,,,,,,,,,,,,,,,
take 1 tablets by oral route  every 6 hours as needed for pain,take 1 tablets by oral route every 6 hours as needed for pain,take,0,4,take,1,,tablet,4,14, 1 tablets,,,,,,,by mouth,18,22,oral,1,,6,,hour,,,,,,,,29,41,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,43,61,as needed for pain
Take 1.5 tablets by mouth 3 times a day for Parkinson symptoms.,take 1.5 tablets by mouth 3 times a day for parkinson symptoms,take,0,4,take,1.5,,tablet,4,16, 1.5 tablets,,,,,,,by mouth,17,25,by mouth,3,,1,,day,,,,,,,,26,39,3 times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1/2 TABLET (50 MG) BY ORAL ROUTE ONCE DAILY AT BEDTIME,take 1/2 tablet 50 mg by oral route once daily at bedtime,take,0,4,take,0.5,,tablet,4,15, 1/2 tablet,50,,mg,15,21, 50 mg,by mouth,25,29,oral,1,,1,,day,,,,,,,,36,46,once daily,daily,at bedtime,47,57,at bedtime,,,,,,,,,,,
Take 1/2 tablet by mouth daily for high blood pressure,take 1/2 tablet by mouth daily for high blood pressure,take,0,4,take,0.5,,tablet,4,15, 1/2 tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
TAKE 10 mg by injection route ,take 10 mg by injection route,take,0,4,take,,,,,,,10,,mg,4,10, 10 mg,via injection,14,23,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take 10 mg/kg q6 hours as needed for fevers and chills,take 10 mg/kg q6 hours as needed for fevers and chills,take,0,4,take,,,,,,,10,,mg,4,10, 10 mg,,,,,1,,6,,hour,,,,,,,,14,21,q6 hour,every 6 hours,,,,,,,,,,,1,fever,23,54,as needed for fevers and chills
TAKE 10 mL by oral route 4 times a day,take 10 ml by oral route 4 times a day,take,0,4,take,10,,mL,4,10, 10 ml,,,,,,,by mouth,14,18,oral,4,,1,,day,,,,,,,,25,38,4 times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 10 mL by oral route every 6 hours,take 10 ml by oral route every 6 hours,take,0,4,take,10,,mL,4,10, 10 ml,,,,,,,by mouth,14,18,oral,1,,6,,hour,,,,,,,,25,37,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
Take 10ml every 4 hours as needed for cough. DO NOT EXCEED 60ml IN 24 HRS,take 10ml every 4 hours as needed for cough do not exceed 60ml in 24 hrs,take,0,4,take,10,,mL,4,9, 10ml,,,,,,,,,,,1,,4,,hour,,,,,,,,10,22,every 4 hour,every 4 hours,,,,,,,,,,,1,cough,24,72,as needed for cough do not exceed 60ml in 24 hrs
Take 1-2 tablets every 6-8 hours as needed for pain,take 1-2 tablets every 6-8 hours as needed for pain,take,0,4,take,1,2,tablet,4,16, 1-2 tablets,,,,,,,,,,,1,,6,8,hour,,,,,,,,17,31,every 6-8 hour,every 6-8 hours,,,,,,,,,,,1,pain,33,51,as needed for pain
TAKE 2 capsule(s) by oral route 2 times a day,take 2 capsules by oral route 2 times a day,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,19,23,oral,2,,1,,day,,,,,,,,30,43,2 times a day,twice daily,,,,,,,,,,,,,,,
"Take 2 capsules by mouth at first loose stool, then 1 capsule with every loose stool. (Maximum 8 capsules per day)",take 2 capsules by mouth at first loose stool then 1 capsule with every loose stool maximum 8 capsules per day,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,16,24,by mouth,,,,,,,,,,,,,,,,,with eve,61,69,with eve,,,,,,,,,,,
TAKE 2 spray(s) by nasal route every 2 hours,take 2 sprays by nasal route every 2 hours,take,0,4,take,2,,spray,4,12, 2 spray,,,,,,,in nostril(s),17,22,nasal,1,,2,,hour,,,,,,,,29,41,every 2 hour,every 2 hours,,,,,,,,,,,,,,,
TAKE 2 tablet(s) by oral route 2 times a day,take 2 tablets by oral route 2 times a day,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,18,22,oral,2,,1,,day,,,,,,,,29,42,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 2 tablet(s) by oral route every 6-8 hours,take 2 tablets by oral route every 6-8 hours,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,18,22,oral,1,,6,8,hour,,,,,,,,29,43,every 6-8 hour,every 6-8 hours,,,,,,,,,,,,,,,
Take 2 tablets by mouth every morning with food for blood sugar control,take 2 tablets by mouth every morning with food for blood sugar control,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,37,every morning,daily,in the morning,24,37,every morning,,,,,,,,,,,
TAKE 2 TABLETS BY MOUTH TODAY THEN 1 TABLET BY MOUTH ONCE DAILY FOR 4 DAYS for infection,take 2 tablets by mouth today then 1 tablet by mouth once daily for 4 days for infection,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,53,63,once daily,daily,,,,,4,,day,64,73,4 day,,,,,
TAKE 3 mL by oral route every 6 hours,take 3 ml by oral route every 6 hours,take,0,4,take,3,,mL,4,9, 3 ml,,,,,,,by mouth,13,17,oral,1,,6,,hour,,,,,,,,24,36,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
TAKE 3 mL by oral route every day,take 3 ml by oral route every day,take,0,4,take,3,,mL,4,9, 3 ml,,,,,,,by mouth,13,17,oral,1,,1,,day,,,,,,,,24,33,every day,daily,,,,,,,,,,,,,,,
TAKE 4 mL by oral route every 6 hours,take 4 ml by oral route every 6 hours,take,0,4,take,4,,mL,4,9, 4 ml,,,,,,,by mouth,13,17,oral,1,,6,,hour,,,,,,,,24,36,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
take 5 milliliter by ORAL route  every 6 hours as needed,take 5 milliliter by oral route every 6 hours as needed,take,0,4,take,5,,mL,4,17, 5 milliliter,,,,,,,by mouth,21,25,oral,1,,6,,hour,,,,,,,,32,44,every 6 hour,every 6 hours,,,,,,,,,,,1,,46,55,as needed
take 5 milliliter by oral route  every day in the morning with food.,take 5 milliliter by oral route every day in the morning with food,take,0,4,take,5,,mL,4,17, 5 milliliter,,,,,,,by mouth,21,25,oral,1,,1,,day,,,,,,,,32,56,every day in the morning,daily,in the morning,42,56,in the morning,,,,,,,,,,,
TAKE 5 mL by oral route 2 times a day,take 5 ml by oral route 2 times a day,take,0,4,take,5,,mL,4,9, 5 ml,,,,,,,by mouth,13,17,oral,2,,1,,day,,,,,,,,24,37,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 5 mL by oral route every 4 hours,take 5 ml by oral route every 4 hours,take,0,4,take,5,,mL,4,9, 5 ml,,,,,,,by mouth,13,17,oral,1,,4,,hour,,,,,,,,24,36,every 4 hour,every 4 hours,,,,,,,,,,,,,,,
TAKE 5 mL by oral route every day,take 5 ml by oral route every day,take,0,4,take,5,,mL,4,9, 5 ml,,,,,,,by mouth,13,17,oral,1,,1,,day,,,,,,,,24,33,every day,daily,,,,,,,,,,,,,,,
TAKE 90 mg by oral route every day,take 90 mg by oral route every day,take,0,4,take,,,,,,,90,,mg,4,10, 90 mg,by mouth,14,18,oral,1,,1,,day,,,,,,,,25,34,every day,daily,,,,,,,,,,,,,,,
Take as directed.,take as directed,take,0,4,take,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,as directed,,,,,,,,,,,,,,,,
TAKE ONE OR TWO TABLETS BY MOUTH EVERY 4 HOURS AS NEEDED *NOT TO EXCEED 6 TABLETS IN 24 HOURS*,take one or two tablets by mouth every 4 hours as needed not to exceed 6 tablets in 24 hours,take,0,4,take,1,2,tablet,4,23, one or two tablets,,,,,,,by mouth,24,32,by mouth,1,,4,,hour,,,,,,,,33,45,every 4 hour,every 4 hours,,,,,,,,,,,1,,47,92,as needed not to exceed 6 tablets in 24 hours
Take one tablet by mouth daily for heart,take one tablet by mouth daily for heart,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
Take one tablet by mouth every 8 hrs as needed for pain,take one tablet by mouth every 8 hrs as needed for pain,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,16,24,by mouth,1,,8,,hour,,,,,,,,25,36,every 8 hrs,every 8 hours,,,,,,,,,,,1,pain,37,55,as needed for pain
TAKE ONE TABLET BY MOUTH TWICE A DAY,take one tablet by mouth twice a day,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,,,,,,,,,,,
Test blood sugar twice daily. Fasting (80-120 mg/dL) and 2 hours after food (<180 mg/dL),test blood sugar twice daily fasting 80-120 mg/dl and 2 hours after food <180 mg/dl,,,,,,,,,,,80,120,mg,36,46, 80-120 mg,,,,,2,,1,,day,,,,,,,,17,28,twice daily,twice daily,,,,,,,,,,,,,,,
Use 1 spray in each nostril in the morning and evening,use 1 spray in each nostril in the morning and evening,use,0,3,use,1,,spray,3,11, 1 spray,,,,,,,in each nostril,12,27,in each nostril,1,,1,,day,,,,,,,,28,42,in the morning,daily,in the morning,28,42,in the morning,,,,,,,,,,,
USE 2 SPRAYS IN EACH NOSTRIL ONCE EVERY DAY,use 2 sprays in each nostril once every day,use,0,3,use,2,,spray,3,11, 2 spray,,,,,,,in each nostril,13,28,in each nostril,1,,1,,day,,,,,,,,34,43,every day,daily,,,,,,,,,,,,,,,
Use one applicator full every night at bedtime in the vagina for 5 days.,use one applicator full every night at bedtime in the vagina for 5 days,use,0,3,use,,,,,,,,,,,,,vaginally,47,60,in the vagina,1,,1,,day,,,,,,,,24,35,every night,daily,at night,24,35,every night,5,,day,61,70,5 day,,,,,
use to check BG 3 times a day.,use to check bg 3 times a day,use,0,3,use,,,,,,,,,,,,,,,,,3,,1,,day,,,,,,,,16,29,3 times a day,3 times per day,,,,,,,,,,,,,,,
Use to check sugar twice a day. Morning sugar 90-130 and 2 hours after a meal <180,use to check sugar twice a day morning sugar 90-130 and 2 hours after a meal <180,use,0,3,use,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,19,30,twice a day,twice daily,a meal,70,76,a meal,,,,,,,,,,,
Use to clean test or injection site,use to clean test or injection site,use,0,3,use,,,,,,,,,,,,,via injection,21,30,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
