sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
40 mg 1 tablet by mouth daily,,,,,1,,tablet,5,14, 1 tablet,40,,mg,0,5,40 mg,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
one tablet by mouth once daily,,,,,1,,tablet,0,10,one tablet,,,,,,,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,30,once daily,daily,,,,,,,,,,,,,,,
500mg by mouth daily,,,,,,,,,,,500,,mg,0,5,500mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
20 mg orally once daily,,,,,,,,,,,20,,mg,0,5,20 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,23,once daily,daily,,,,,,,,,,,,,,,
(also known as pravachol) 1 tablet by mouth daily,,,,,1,,tablet,25,34, 1 tablet,,,,,,,by mouth,35,43,by mouth,1,,1,,day,,,,,,,,44,49,daily,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth twice a day as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,18,29,twice a day,twice daily,,,,,,,,,,,1,pain,30,48,as needed for pain
100mg 1 tablet by mouth daily,,,,,1,,tablet,5,14, 1 tablet,100,,mg,0,5,100mg,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
1 tab daily by mouth,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,6,11,daily,daily,,,,,,,,,,,,,,,
1 tablet orally daily,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,15,orally,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
(also known as zestoretic) 1 tablet by mouth daily,,,,,1,,tablet,26,35, 1 tablet,,,,,,,by mouth,36,44,by mouth,1,,1,,day,,,,,,,,45,50,daily,daily,,,,,,,,,,,,,,,
40 mg once daily,,,,,,,,,,,40,,mg,0,5,40 mg,,,,,1,,1,,day,,,,,,,,6,16,once daily,daily,,,,,,,,,,,,,,,
1000 mg orally every 8 hours,,,,,,,,,,,1000,,mg,0,7,1000 mg,by mouth,8,14,orally,1,,8,,hour,,,,,,,,15,27,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
1 tablet by mouth as needed,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18,27,as needed
10 mg one tablet by mouth daily,,,,,1,,tablet,5,16, one tablet,10,,mg,0,5,10 mg,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
1 tab orally once daily,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,23,once daily,daily,,,,,,,,,,,,,,,
1000mg by mouth daily,,,,,,,,,,,1000,,mg,0,6,1000mg,by mouth,7,15,by mouth,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
(also known as prozac) 1 capsule by mouth daily,,,,,1,,capsule,22,32, 1 capsule,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,47,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth three times a day as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,3,,1,,day,,,,,,,,18,35,three times a day,3 times per day,,,,,,,,,,,1,pain,36,54,as needed for pain
1 capsule by mouth every evening at bedtime,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,43,every evening at bedtime,daily,in the evening at bedtime,19,43,every evening at bedtime,,,,,,,,,,,
1 tablet by mouth twice daily,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,18,29,twice daily,twice daily,,,,,,,,,,,,,,,
(also known as augmentin) 1 tablet by mouth every 12 hours for 10 days,,,,,1,,tablet,25,34, 1 tablet,,,,,,,by mouth,35,43,by mouth,1,,12,,hour,,,,,,,,44,57,every 12 hour,every 12 hours,,,,,10,,day,59,69,10 day,,,,,
(also known as hyzaar) 1 tablet by mouth daily,,,,,1,,tablet,22,31, 1 tablet,,,,,,,by mouth,32,40,by mouth,1,,1,,day,,,,,,,,41,46,daily,daily,,,,,,,,,,,,,,,
25mg 1 tablet by mouth daily,,,,,1,,tablet,4,13, 1 tablet,25,,mg,0,4,25mg,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
2 tablets by mouth every evening at bedtime,,,,,2,,tablet,0,9,2 tablets,,,,,,,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,43,every evening at bedtime,daily,in the evening at bedtime,19,43,every evening at bedtime,,,,,,,,,,,
(also known as neurontin) 1 capsule by mouth every evening at bedtime,,,,,1,,capsule,25,35, 1 capsule,,,,,,,by mouth,36,44,by mouth,1,,1,,day,,,,,,,,45,69,every evening at bedtime,daily,in the evening at bedtime,45,69,every evening at bedtime,,,,,,,,,,,
1 tab orally every 4 hours as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,6,12,orally,1,,4,,hour,,,,,,,,13,25,every 4 hour,every 4 hours,,,,,,,,,,,1,,27,36,as needed
evaluation and treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50mg 1 tablet by mouth daily,,,,,1,,tablet,4,13, 1 tablet,50,,mg,0,4,50mg,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
100 mg by mouth daily,,,,,,,,,,,100,,mg,0,6,100 mg,by mouth,7,15,by mouth,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
(also known as flomax) 1 capsule by mouth daily,,,,,1,,capsule,22,32, 1 capsule,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,47,daily,daily,,,,,,,,,,,,,,,
(also known as norco) 1 tablet by mouth every 6 hours as needed for pain,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,6,,hour,,,,,,,,40,52,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,54,72,as needed for pain
"325 mg orally once daily, in the morning",,,,,,,,,,,325,,mg,0,6,325 mg,by mouth,7,13,orally,1,,1,,day,,,,,,,,14,24,once daily,daily,in the morning,26,40,in the morning,,,,,,,,,,,
2 puffs as needed,,,,,2,,puff,0,6,2 puff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8,17,as needed
(also known as zocor) 1 tablet by mouth every evening,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,53,every evening,daily,in the evening,40,53,every evening,,,,,,,,,,,
(also known as flonase) 1 spray in each nostril daily,spray,26,31,spray,1,,spray,23,31, 1 spray,,,,,,,in each nostril,32,47,in each nostril,1,,1,,day,,,,,,,,48,53,daily,daily,,,,,,,,,,,,,,,
(also known as prilosec) 1 capsule by mouth twice a day,,,,,1,,capsule,24,34, 1 capsule,,,,,,,by mouth,35,43,by mouth,2,,1,,day,,,,,,,,44,55,twice a day,twice daily,,,,,,,,,,,,,,,
(also known as wellbutrin xl) 1 tablet by mouth daily,,,,,1,,tablet,29,38, 1 tablet,,,,,,,by mouth,39,47,by mouth,1,,1,,day,,,,,,,,48,53,daily,daily,,,,,,,,,,,,,,,
40 mg orally once daily,,,,,,,,,,,40,,mg,0,5,40 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,23,once daily,daily,,,,,,,,,,,,,,,
1 tab by mouth once daily,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,25,once daily,daily,,,,,,,,,,,,,,,
25 mg by mouth daily,,,,,,,,,,,25,,mg,0,5,25 mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
1 capsule by mouth three times a day,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,3,,1,,day,,,,,,,,19,36,three times a day,3 times per day,,,,,,,,,,,,,,,
1 tablet by mouth twice a day as needed for constipation,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,18,29,twice a day,twice daily,,,,,,,,,,,1,constipation,30,56,as needed for constipation
10 mg orally once daily,,,,,,,,,,,10,,mg,0,5,10 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,23,once daily,daily,,,,,,,,,,,,,,,
one tablet daily by mouth,,,,,1,,tablet,0,10,one tablet,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,11,16,daily,daily,,,,,,,,,,,,,,,
(also known as mobic) 1 tablet by mouth daily as needed for pain,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,1,pain,46,64,as needed for pain
1 tablet by mouth daily for 5 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,5,,day,24,33,5 day,,,,,
1 capsule by mouth twice a day as needed for constipation,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,19,30,twice a day,twice daily,,,,,,,,,,,1,constipation,31,57,as needed for constipation
325mg by mouth daily,,,,,,,,,,,325,,mg,0,5,325mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 6 hours for 14 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,6,,hour,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,14,,day,32,42,14 day,1,pain,44,62,as needed for pain
apply 2 gram to the affected area(s) by topical route 4 times per day,apply,0,5,apply,,,,,,,2,,g,5,12, 2 gram,topically,40,47,topical,4,,1,,day,,,,,,,,54,69,4 times per day,4 times per day,,,,,,,,,,,,,,,
by mouth twice daily,,,,,,,,,,,,,,,,,by mouth,0,8,by mouth,2,,1,,day,,,,,,,,9,20,twice daily,twice daily,,,,,,,,,,,,,,,
20 mg orally daily,,,,,,,,,,,20,,mg,0,5,20 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,18,daily,daily,,,,,,,,,,,,,,,
500mg twice daily,,,,,,,,,,,500,,mg,0,5,500mg,,,,,2,,1,,day,,,,,,,,6,17,twice daily,twice daily,,,,,,,,,,,,,,,
100mg once daily,,,,,,,,,,,100,,mg,0,5,100mg,,,,,1,,1,,day,,,,,,,,6,16,once daily,daily,,,,,,,,,,,,,,,
75mg by mouth daily,,,,,,,,,,,75,,mg,0,4,75mg,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
20 mg one tablet by mouth daily,,,,,1,,tablet,5,16, one tablet,20,,mg,0,5,20 mg,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
50 mg by mouth daily,,,,,,,,,,,50,,mg,0,5,50 mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
10mg one tablet by mouth daily,,,,,1,,tablet,4,15, one tablet,10,,mg,0,4,10mg,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
10 milliliters (800 mg) by mouth twice a day for 10 days,,,,,10,,mL,0,13,10 milliliter,800,,mg,14,22, (800 mg,by mouth,24,32,by mouth,2,,1,,day,,,,,,,,33,44,twice a day,twice daily,,,,,10,,day,45,55,10 day,,,,,
1 tablet po daily,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,11,po,1,,1,,day,,,,,,,,12,17,daily,daily,,,,,,,,,,,,,,,
(also known as bactrim ds) 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,26,35, 1 tablet,,,,,,,by mouth,36,44,by mouth,2,,1,,day,,,,,,,,45,56,twice a day,twice daily,,,,,7,,day,57,66,7 day,,,,,
17 gram by mouth daily,,,,,,,,,,,17,,g,0,7,17 gram,by mouth,8,16,by mouth,1,,1,,day,,,,,,,,17,22,daily,daily,,,,,,,,,,,,,,,
1 capsule from the inhaler daily,,,,,1,,capsule,0,9,1 capsule,,,,,,,via inhalation,10,26,from the inhaler,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
2 capsules by mouth daily,,,,,2,,capsule,0,10,2 capsules,,,,,,,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth daily.,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
apply to the affected area(s) by topical route once daily at bedtime,apply,0,5,apply,,,,,,,,,,,,,topically,33,40,topical,1,,1,,day,,,,,,,,47,57,once daily,daily,at bedtime,58,68,at bedtime,,,,,,,,,,,
81mg one tablet by mouth daily,,,,,1,,tablet,4,15, one tablet,81,,mg,0,4,81mg,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
2 tablets by mouth twice a day for 14 days,,,,,2,,tablet,0,9,2 tablets,,,,,,,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,19,30,twice a day,twice daily,,,,,14,,day,31,41,14 day,,,,,
5 milliliters (5 mg) by mouth daily,,,,,5,,mL,0,12,5 milliliter,5,,mg,13,19, (5 mg,by mouth,21,29,by mouth,1,,1,,day,,,,,,,,30,35,daily,daily,,,,,,,,,,,,,,,
(also known as flagyl) 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,22,31, 1 tablet,,,,,,,by mouth,32,40,by mouth,2,,1,,day,,,,,,,,41,52,twice a day,twice daily,,,,,7,,day,53,62,7 day,,,,,
17 gm orally every 24 hours,,,,,,,,,,,17,,g,0,5,17 gm,by mouth,6,12,orally,1,,24,,hour,,,,,,,,13,26,every 24 hour,every 24 hours,,,,,,,,,,,,,,,
(also known as neurontin) 1 capsule by mouth twice a day,,,,,1,,capsule,25,35, 1 capsule,,,,,,,by mouth,36,44,by mouth,2,,1,,day,,,,,,,,45,56,twice a day,twice daily,,,,,,,,,,,,,,,
(also known as zofran odt) 1 tablet by mouth every 8 hours as needed for nausea,,,,,1,,tablet,26,35, 1 tablet,,,,,,,by mouth,36,44,by mouth,1,,8,,hour,,,,,,,,45,57,every 8 hour,every 8 hours,,,,,,,,,,,1,nausea,59,79,as needed for nausea
(also known as cymbalta) 1 capsule by mouth daily,,,,,1,,capsule,24,34, 1 capsule,,,,,,,by mouth,35,43,by mouth,1,,1,,day,,,,,,,,44,49,daily,daily,,,,,,,,,,,,,,,
81 mg one tablet by mouth daily,,,,,1,,tablet,5,16, one tablet,81,,mg,0,5,81 mg,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
"20 mg orally once daily, at bedtime",,,,,,,,,,,20,,mg,0,5,20 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,23,once daily,daily,at bedtime,25,35,at bedtime,,,,,,,,,,,
1 tablet by mouth every 8 hours as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,8,,hour,,,,,,,,18,30,every 8 hour,every 8 hours,,,,,,,,,,,1,pain,32,50,as needed for pain
40 mg one tablet by mouth daily,,,,,1,,tablet,5,16, one tablet,40,,mg,0,5,40 mg,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
by mouth once a day,,,,,,,,,,,,,,,,,by mouth,0,8,by mouth,1,,1,,day,,,,,,,,9,19,once a day,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 4 hours for 10 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,4,,hour,,,,,,,,18,30,every 4 hour,every 4 hours,,,,,10,,day,32,42,10 day,1,pain,44,62,as needed for pain
3 tablets by mouth daily,,,,,3,,tablet,0,9,3 tablets,,,,,,,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,,,,,,,,,,,
(also known as cipro) 1 tablet by mouth twice a day for 3 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,3,,day,52,61,3 day,,,,,
take one tablet daily,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,,,,,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
(also known as plaquenil) 1 tablet by mouth twice a day,,,,,1,,tablet,25,34, 1 tablet,,,,,,,by mouth,35,43,by mouth,2,,1,,day,,,,,,,,44,55,twice a day,twice daily,,,,,,,,,,,,,,,
1 tablet by mouth every evening at bedtime as needed for insomnia,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,42,every evening at bedtime,daily,in the evening at bedtime,18,42,every evening at bedtime,,,,,,,1,insomnia,43,65,as needed for insomnia
75 mg orally once daily,,,,,,,,,,,75,,mg,0,5,75 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,23,once daily,daily,,,,,,,,,,,,,,,
500mg by mouth twice daily,,,,,,,,,,,500,,mg,0,5,500mg,by mouth,6,14,by mouth,2,,1,,day,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,,,,,
1 packet by mouth daily,,,,,1,,packet,0,8,1 packet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
(also known as augmentin) 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,25,34, 1 tablet,,,,,,,by mouth,35,43,by mouth,2,,1,,day,,,,,,,,44,55,twice a day,twice daily,,,,,7,,day,56,65,7 day,,,,,
"2 tab orally twice daily, at 10:00 and 18:00",,,,,2,,tablet,0,5,2 tab,,,,,,,by mouth,6,12,orally,2,,1,,day,,,,,,,,13,24,twice daily,twice daily,,,,,,,,,,,,,,,
1 tablet by mouth every 4 hours for 3 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,4,,hour,,,,,,,,18,30,every 4 hour,every 4 hours,,,,,3,,day,32,41,3 day,1,pain,43,61,as needed for pain
500mg 1 tablet by mouth daily,,,,,1,,tablet,5,14, 1 tablet,500,,mg,0,5,500mg,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
1 capsule by mouth twice a day for 14 days,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,19,30,twice a day,twice daily,,,,,14,,day,31,41,14 day,,,,,
2 puffs from the inhaler every 4 hours as needed for cough,,,,,2,,puff,0,6,2 puff,,,,,,,via inhalation,8,24,from the inhaler,1,,4,,hour,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,,,,,1,cough,39,58,as needed for cough
2 sprays each nostril daily,,,,,2,,spray,0,7,2 spray,,,,,,,in each nostril,9,21,each nostril,1,,1,,day,,,,,,,,22,27,daily,daily,,,,,,,,,,,,,,,
20mg one tablet by mouth daily,,,,,1,,tablet,4,15, one tablet,20,,mg,0,4,20mg,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
(also known as valtrex) 1 tablet by mouth daily,,,,,1,,tablet,23,32, 1 tablet,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,47,daily,daily,,,,,,,,,,,,,,,
5 mg orally once daily,,,,,,,,,,,5,,mg,0,4,5 mg,by mouth,5,11,orally,1,,1,,day,,,,,,,,12,22,once daily,daily,,,,,,,,,,,,,,,
(also known as neurontin) 1 tablet by mouth three times a day,,,,,1,,tablet,25,34, 1 tablet,,,,,,,by mouth,35,43,by mouth,3,,1,,day,,,,,,,,44,61,three times a day,3 times per day,,,,,,,,,,,,,,,
1 drop in both eyes twice a day,,,,,1,,drops,0,6,1 drop,,,,,,,in both eyes,7,19,in both eyes,2,,1,,day,,,,,,,,20,31,twice a day,twice daily,,,,,,,,,,,,,,,
(also known as macrobid) 1 capsule by mouth twice a day for 7 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,by mouth,35,43,by mouth,2,,1,,day,,,,,,,,44,55,twice a day,twice daily,,,,,7,,day,56,65,7 day,,,,,
10mg daily by mouth,,,,,,,,,,,10,,mg,0,4,10mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,5,10,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth twice a day for 30 day(s),,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,18,29,twice a day,twice daily,,,,,30,,day,30,40,30 day,,,,,
300mg by mouth daily,,,,,,,,,,,300,,mg,0,5,300mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
81 mg once daily,,,,,,,,,,,81,,mg,0,5,81 mg,,,,,1,,1,,day,,,,,,,,6,16,once daily,daily,,,,,,,,,,,,,,,
(also known as cipro) 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,7,,day,52,61,7 day,,,,,
1 tablet oral daily,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,13,oral,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
(also known as proscar) 1 tablet by mouth daily,,,,,1,,tablet,23,32, 1 tablet,,,,,,,by mouth,33,41,by mouth,1,,1,,day,,,,,,,,42,47,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth twice a day for 5 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,18,29,twice a day,twice daily,,,,,5,,day,30,39,5 day,,,,,
60mg by mouth daily,,,,,,,,,,,60,,mg,0,4,60mg,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
one tab po daily,,,,,1,,tablet,0,7,one tab,,,,,,,by mouth,8,10,po,1,,1,,day,,,,,,,,11,16,daily,daily,,,,,,,,,,,,,,,
5 milliliters (400 mg) by mouth twice a day for 10 days,,,,,5,,mL,0,12,5 milliliter,400,,mg,13,21, (400 mg,by mouth,23,31,by mouth,2,,1,,day,,,,,,,,32,43,twice a day,twice daily,,,,,10,,day,44,54,10 day,,,,,
(also known as cipro) 1 tablet by mouth twice a day for 3 days as needed for diarrhea,,,,,1,,tablet,21,30, 1 tablet,,,,,,,by mouth,31,39,by mouth,2,,1,,day,,,,,,,,40,51,twice a day,twice daily,,,,,3,,day,52,61,3 day,1,diarrhea,63,85,as needed for diarrhea
1 capsule by mouth every week for 8 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,by mouth,10,18,by mouth,1,,1,,week,,,,,,,,19,29,every week,every week,,,,,8,,week,30,40,8 week,,,,,
1 tablet by mouth daily for 14 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,14,,day,24,34,14 day,,,,,
30mg by mouth daily,,,,,,,,,,,30,,mg,0,4,30mg,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
10 mg by mouth once daily,,,,,,,,,,,10,,mg,0,5,10 mg,by mouth,6,14,by mouth,1,,1,,day,,,,,,,,15,25,once daily,daily,,,,,,,,,,,,,,,
(also known as naprosyn) 1 tablet by mouth twice a day,,,,,1,,tablet,24,33, 1 tablet,,,,,,,by mouth,34,42,by mouth,2,,1,,day,,,,,,,,43,54,twice a day,twice daily,,,,,,,,,,,,,,,
40 mg orally daily,,,,,,,,,,,40,,mg,0,5,40 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,18,daily,daily,,,,,,,,,,,,,,,
(also known as diflucan) 1 tablet by mouth one time only,,,,,1,,tablet,24,33, 1 tablet,,,,,,,by mouth,34,42,by mouth,,,,,,,,,,,,1,43,56,one time only,once,,,,,,,,,,,,,,,
1 tablet by mouth every 6 hours for 10 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,6,,hour,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,10,,day,32,42,10 day,,,,,
4 tablets by mouth daily,,,,,4,,tablet,0,9,4 tablets,,,,,,,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,,,,,,,,,,,
"40 mg orally once daily, at bedtime",,,,,,,,,,,40,,mg,0,5,40 mg,by mouth,6,12,orally,1,,1,,day,,,,,,,,13,23,once daily,daily,at bedtime,25,35,at bedtime,,,,,,,,,,,
take one tablet by mouth daily,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
40mg one tablet by mouth daily,,,,,1,,tablet,4,15, one tablet,40,,mg,0,4,40mg,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
1 tablet by mouth every 6 hours for 5 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,6,,hour,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,5,,day,32,41,5 day,,,,,
10mg by mouth once daily,,,,,,,,,,,10,,mg,0,4,10mg,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,24,once daily,daily,,,,,,,,,,,,,,,
5mg 1 tab by mouth daily,,,,,1,,tablet,3,9, 1 tab,5,,mg,0,3,5mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,,,,,,,,,,,
1 milliliter by mouth daily,,,,,1,,mL,0,12,1 milliliter,,,,,,,by mouth,13,21,by mouth,1,,1,,day,,,,,,,,22,27,daily,daily,,,,,,,,,,,,,,,
100mg twice daily,,,,,,,,,,,100,,mg,0,5,100mg,,,,,2,,1,,day,,,,,,,,6,17,twice daily,twice daily,,,,,,,,,,,,,,,
1 tab by mouth as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,by mouth,6,14,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,15,24,as needed
1 tablet by mouth three times a day for 7 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,3,,1,,day,,,,,,,,18,35,three times a day,3 times per day,,,,,7,,day,36,45,7 day,,,,,
